FIPS,County,State
20205,Wilson County,Kansas
20207,Woodson County,Kansas
20209,Wyandotte County,Kansas
21001,Adair County,Kentucky
21003,Allen County,Kentucky
21005,Anderson County,Kentucky
21007,Ballard County,Kentucky
21009,Barren County,Kentucky
21011,Bath County,Kentucky
21013,Bell County,Kentucky
21015,Boone County,Kentucky
21017,Bourbon County,Kentucky
21019,Boyd County,Kentucky
21021,Boyle County,Kentucky
21023,Bracken County,Kentucky
21025,Breathitt County,Kentucky
21027,Breckinridge County,Kentucky
21029,Bullitt County,Kentucky
21031,Butler County,Kentucky
21033,Caldwell County,Kentucky
21035,Calloway County,Kentucky
21037,Campbell County,Kentucky
21039,Carlisle County,Kentucky
21041,Carroll County,Kentucky
21043,Carter County,Kentucky
21045,Casey County,Kentucky
21047,Christian County,Kentucky
21049,Clark County,Kentucky
21051,Clay County,Kentucky
21053,Clinton County,Kentucky
21055,Crittenden County,Kentucky
21057,Cumberland County,Kentucky
21059,Daviess County,Kentucky
21061,Edmonson County,Kentucky
21063,Elliott County,Kentucky
21065,Estill County,Kentucky
21067,Fayette County,Kentucky
21069,Fleming County,Kentucky
21071,Floyd County,Kentucky
21073,Franklin County,Kentucky
21075,Fulton County,Kentucky
21077,Gallatin County,Kentucky
21079,Garrard County,Kentucky
21081,Grant County,Kentucky
21083,Graves County,Kentucky
21085,Grayson County,Kentucky
21087,Green County,Kentucky
21089,Greenup County,Kentucky
21091,Hancock County,Kentucky
21093,Hardin County,Kentucky
21095,Harlan County,Kentucky
21097,Harrison County,Kentucky
21099,Hart County,Kentucky
21101,Henderson County,Kentucky
21103,Henry County,Kentucky
21105,Hickman County,Kentucky
21107,Hopkins County,Kentucky
21109,Jackson County,Kentucky
21111,Jefferson County,Kentucky
21113,Jessamine County,Kentucky
21115,Johnson County,Kentucky
21117,Kenton County,Kentucky
21119,Knott County,Kentucky
21121,Knox County,Kentucky
21123,Larue County,Kentucky
21125,Laurel County,Kentucky
21127,Lawrence County,Kentucky
21129,Lee County,Kentucky
21131,Leslie County,Kentucky
21133,Letcher County,Kentucky
21135,Lewis County,Kentucky
21137,Lincoln County,Kentucky
21139,Livingston County,Kentucky
21141,Logan County,Kentucky
21143,Lyon County,Kentucky
21145,McCracken County,Kentucky
21147,McCreary County,Kentucky
21149,McLean County,Kentucky
21151,Madison County,Kentucky
21153,Magoffin County,Kentucky
21155,Marion County,Kentucky
21157,Marshall County,Kentucky
21159,Martin County,Kentucky
21161,Mason County,Kentucky
21163,Meade County,Kentucky
21165,Menifee County,Kentucky
21167,Mercer County,Kentucky
21169,Metcalfe County,Kentucky
21171,Monroe County,Kentucky
21173,Montgomery County,Kentucky
21175,Morgan County,Kentucky
21177,Muhlenberg County,Kentucky
21179,Nelson County,Kentucky
21181,Nicholas County,Kentucky
21183,Ohio County,Kentucky
21185,Oldham County,Kentucky
21187,Owen County,Kentucky
21189,Owsley County,Kentucky
21191,Pendleton County,Kentucky
21193,Perry County,Kentucky
21195,Pike County,Kentucky
21197,Powell County,Kentucky
21199,Pulaski County,Kentucky
21201,Robertson County,Kentucky
21203,Rockcastle County,Kentucky
21205,Rowan County,Kentucky
21207,Russell County,Kentucky
21209,Scott County,Kentucky
21211,Shelby County,Kentucky
21213,Simpson County,Kentucky
21215,Spencer County,Kentucky
21217,Taylor County,Kentucky
21219,Todd County,Kentucky
21221,Trigg County,Kentucky
21223,Trimble County,Kentucky
21225,Union County,Kentucky
21227,Warren County,Kentucky
21229,Washington County,Kentucky
21231,Wayne County,Kentucky
21233,Webster County,Kentucky
21235,Whitley County,Kentucky
21237,Wolfe County,Kentucky
21239,Woodford County,Kentucky
22001,Acadia Parish,Louisiana
22003,Allen Parish,Louisiana
22005,Ascension Parish,Louisiana
22007,Assumption Parish,Louisiana
22009,Avoyelles Parish,Louisiana
22011,Beauregard Parish,Louisiana
22013,Bienville Parish,Louisiana
22015,Bossier Parish,Louisiana
22017,Caddo Parish,Louisiana
22019,Calcasieu Parish,Louisiana
22021,Caldwell Parish,Louisiana
22023,Cameron Parish,Louisiana
22025,Catahoula Parish,Louisiana
22027,Claiborne Parish,Louisiana
22029,Concordia Parish,Louisiana
22031,De Soto Parish,Louisiana
22033,East Baton Rouge Parish,Louisiana
22035,East Carroll Parish,Louisiana
22037,East Feliciana Parish,Louisiana
22039,Evangeline Parish,Louisiana
22041,Franklin Parish,Louisiana
22043,Grant Parish,Louisiana
22045,Iberia Parish,Louisiana
22047,Iberville Parish,Louisiana
22049,Jackson Parish,Louisiana
22051,Jefferson Parish,Louisiana
22053,Jefferson Davis Parish,Louisiana
22055,Lafayette Parish,Louisiana
22057,Lafourche Parish,Louisiana
22059,LaSalle Parish,Louisiana
22061,Lincoln Parish,Louisiana
22063,Livingston Parish,Louisiana
22065,Madison Parish,Louisiana
22067,Morehouse Parish,Louisiana
22069,Natchitoches Parish,Louisiana
22071,Orleans Parish,Louisiana
22073,Ouachita Parish,Louisiana
22075,Plaquemines Parish,Louisiana
22077,Pointe Coupee Parish,Louisiana
22079,Rapides Parish,Louisiana
22081,Red River Parish,Louisiana
22083,Richland Parish,Louisiana
22085,Sabine Parish,Louisiana
22087,St. Bernard Parish,Louisiana
22089,St. Charles Parish,Louisiana
22091,St. Helena Parish,Louisiana
22093,St. James Parish,Louisiana
22095,St. John the Baptist Parish,Louisiana
22097,St. Landry Parish,Louisiana
22099,St. Martin Parish,Louisiana
22101,St. Mary Parish,Louisiana
22103,St. Tammany Parish,Louisiana
22105,Tangipahoa Parish,Louisiana
22107,Tensas Parish,Louisiana
22109,Terrebonne Parish,Louisiana
22111,Union Parish,Louisiana
22113,Vermilion Parish,Louisiana
22115,Vernon Parish,Louisiana
22117,Washington Parish,Louisiana
22119,Webster Parish,Louisiana
22121,West Baton Rouge Parish,Louisiana
22123,West Carroll Parish,Louisiana
22125,West Feliciana Parish,Louisiana
22127,Winn Parish,Louisiana
23001,Androscoggin County,Maine
23003,Aroostook County,Maine
23005,Cumberland County,Maine
23007,Franklin County,Maine
23009,Hancock County,Maine
23011,Kennebec County,Maine
23013,Knox County,Maine
23015,Lincoln County,Maine
23017,Oxford County,Maine
23019,Penobscot County,Maine
23021,Piscataquis County,Maine
23023,Sagadahoc County,Maine
23025,Somerset County,Maine
23027,Waldo County,Maine
23029,Washington County,Maine
23031,York County,Maine
24001,Allegany County,Maryland
24003,Anne Arundel County,Maryland
24005,Baltimore County,Maryland
24009,Calvert County,Maryland
24011,Caroline County,Maryland
24013,Carroll County,Maryland
24015,Cecil County,Maryland
24017,Charles County,Maryland
24019,Dorchester County,Maryland
24021,Frederick County,Maryland
24023,Garrett County,Maryland
24025,Harford County,Maryland
24027,Howard County,Maryland
24029,Kent County,Maryland
24031,Montgomery County,Maryland
24033,Prince George's County,Maryland
24035,Queen Anne's County,Maryland
24037,St. Mary's County,Maryland
24039,Somerset County,Maryland
24041,Talbot County,Maryland
24043,Washington County,Maryland
24045,Wicomico County,Maryland
24047,Worcester County,Maryland
24510,Baltimore city,Maryland
25001,Barnstable County,Massachusetts
25003,Berkshire County,Massachusetts
25005,Bristol County,Massachusetts
25007,Dukes County,Massachusetts
25009,Essex County,Massachusetts
25011,Franklin County,Massachusetts
25013,Hampden County,Massachusetts
25015,Hampshire County,Massachusetts
25017,Middlesex County,Massachusetts
25019,Nantucket County,Massachusetts
25021,Norfolk County,Massachusetts
25023,Plymouth County,Massachusetts
25025,Suffolk County,Massachusetts
25027,Worcester County,Massachusetts
26001,Alcona County,Michigan
26003,Alger County,Michigan
26005,Allegan County,Michigan
26007,Alpena County,Michigan
26009,Antrim County,Michigan
26011,Arenac County,Michigan
26013,Baraga County,Michigan
26015,Barry County,Michigan
26017,Bay County,Michigan
26019,Benzie County,Michigan
26021,Berrien County,Michigan
26023,Branch County,Michigan
26025,Calhoun County,Michigan
26027,Cass County,Michigan
26029,Charlevoix County,Michigan
26031,Cheboygan County,Michigan
26033,Chippewa County,Michigan
26035,Clare County,Michigan
26037,Clinton County,Michigan
26039,Crawford County,Michigan
26041,Delta County,Michigan
26043,Dickinson County,Michigan
26045,Eaton County,Michigan
26047,Emmet County,Michigan
26049,Genesee County,Michigan
26051,Gladwin County,Michigan
26053,Gogebic County,Michigan
26055,Grand Traverse County,Michigan
26057,Gratiot County,Michigan
26059,Hillsdale County,Michigan
26061,Houghton County,Michigan
26063,Huron County,Michigan
26065,Ingham County,Michigan
26067,Ionia County,Michigan
26069,Iosco County,Michigan
26071,Iron County,Michigan
26073,Isabella County,Michigan
26075,Jackson County,Michigan
26077,Kalamazoo County,Michigan
26079,Kalkaska County,Michigan
26081,Kent County,Michigan
26083,Keweenaw County,Michigan
26085,Lake County,Michigan
26087,Lapeer County,Michigan
26089,Leelanau County,Michigan
26091,Lenawee County,Michigan
26093,Livingston County,Michigan
26095,Luce County,Michigan
26097,Mackinac County,Michigan
26099,Macomb County,Michigan
26101,Manistee County,Michigan
26103,Marquette County,Michigan
26105,Mason County,Michigan
26107,Mecosta County,Michigan
26109,Menominee County,Michigan
26111,Midland County,Michigan
26113,Missaukee County,Michigan
26115,Monroe County,Michigan
26117,Montcalm County,Michigan
26119,Montmorency County,Michigan
26121,Muskegon County,Michigan
26123,Newaygo County,Michigan
26125,Oakland County,Michigan
26127,Oceana County,Michigan
26129,Ogemaw County,Michigan
26131,Ontonagon County,Michigan
26133,Osceola County,Michigan
26135,Oscoda County,Michigan
26137,Otsego County,Michigan
26139,Ottawa County,Michigan
26141,Presque Isle County,Michigan
26143,Roscommon County,Michigan
26145,Saginaw County,Michigan
26147,St. Clair County,Michigan
26149,St. Joseph County,Michigan
26151,Sanilac County,Michigan
26153,Schoolcraft County,Michigan
26155,Shiawassee County,Michigan
26157,Tuscola County,Michigan
26159,Van Buren County,Michigan
26161,Washtenaw County,Michigan
26163,Wayne County,Michigan
26165,Wexford County,Michigan
27001,Aitkin County,Minnesota
27003,Anoka County,Minnesota
27005,Becker County,Minnesota
27007,Beltrami County,Minnesota
27009,Benton County,Minnesota
27011,Big Stone County,Minnesota
27013,Blue Earth County,Minnesota
27015,Brown County,Minnesota
27017,Carlton County,Minnesota
27019,Carver County,Minnesota
27021,Cass County,Minnesota
27023,Chippewa County,Minnesota
27025,Chisago County,Minnesota
27027,Clay County,Minnesota
27029,Clearwater County,Minnesota
27031,Cook County,Minnesota
27033,Cottonwood County,Minnesota
27035,Crow Wing County,Minnesota
27037,Dakota County,Minnesota
27039,Dodge County,Minnesota
27041,Douglas County,Minnesota
27043,Faribault County,Minnesota
27045,Fillmore County,Minnesota
27047,Freeborn County,Minnesota
27049,Goodhue County,Minnesota
27051,Grant County,Minnesota
27053,Hennepin County,Minnesota
27055,Houston County,Minnesota
27057,Hubbard County,Minnesota
27059,Isanti County,Minnesota
27061,Itasca County,Minnesota
27063,Jackson County,Minnesota
27065,Kanabec County,Minnesota
27067,Kandiyohi County,Minnesota
27069,Kittson County,Minnesota
27071,Koochiching County,Minnesota
27073,Lac qui Parle County,Minnesota
27075,Lake County,Minnesota
27077,Lake of the Woods County,Minnesota
27079,Le Sueur County,Minnesota
27081,Lincoln County,Minnesota
