#USPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                               
MS	28027	00695738	Coahoma County	1432526490	77525442	553.102	29.933	34.230316	-90.60401                                                                                                                 
MS	28029	00695739	Copiah County	2013158772	5644780	777.285	2.179	31.866915	-90.448758                                                                                                                   
MS	28031	00695740	Covington County	1071784951	2880713	413.819	1.112	31.633331	-89.548897                                                                                                                
MS	28033	00695741	DeSoto County	1233730201	50234812	476.346	19.396	34.874922	-89.991211                                                                                                                 
MS	28035	00695742	Forrest County	1207042886	10872917	466.042	4.198	31.18858	-89.259447                                                                                                                  
MS	28037	00695743	Franklin County	1460658822	7250805	563.964	2.8	31.477773	-90.895457                                                                                                                   
MS	28039	00695744	George County	1239816911	12838126	478.696	4.957	30.855431	-88.642268                                                                                                                  
MS	28041	00695745	Greene County	1845983901	15430619	712.738	5.958	31.212845	-88.634811                                                                                                                  
MS	28043	00695746	Grenada County	1093291104	70659566	422.122	27.282	33.770031	-89.80274                                                                                                                 
MS	28045	00711756	Hancock County	1227561217	204095552	473.964	78.802	30.391641	-89.482791                                                                                                               
MS	28047	00695747	Harrison County	1485708639	1064623409	573.635	411.053	30.416536	-89.083376                                                                                                            
MS	28049	00695748	Hinds County	2252888810	19259026	869.845	7.436	32.267788	-90.466017                                                                                                                   
MS	28051	00695749	Holmes County	1959776830	20568825	756.674	7.942	33.125942	-90.091197                                                                                                                  
MS	28053	00695750	Humphreys County	1084375633	32514314	418.68	12.554	33.130996	-90.523421                                                                                                               
MS	28055	00695751	Issaquena County	1069614257	73664788	412.98	28.442	32.755539	-91.003535                                                                                                               
MS	28057	00695752	Itawamba County	1379932999	19825536	532.795	7.655	34.281075	-88.363127                                                                                                                
MS	28059	00695753	Jackson County	1872109196	830292614	722.825	320.578	30.456005	-88.625101                                                                                                              
MS	28061	00695754	Jasper County	1751636189	3130850	676.311	1.209	32.016748	-89.119176                                                                                                                   
MS	28063	00695755	Jefferson County	1346620554	18988092	519.933	7.331	31.733633	-91.043878                                                                                                               
MS	28065	00695756	Jefferson Davis County	1057871277	1791496	408.446	0.692	31.564808	-89.827086                                                                                                          
MS	28067	00695757	Jones County	1799639019	12681687	694.845	4.896	31.616601	-89.168532                                                                                                                   
MS	28069	00695758	Kemper County	1984403151	2182350	766.182	0.843	32.750136	-88.625631                                                                                                                   
MS	28071	00695759	Lafayette County	1636088510	123105438	631.697	47.531	34.353078	-89.485385                                                                                                             
MS	28073	00695760	Lamar County	1286109795	8871408	496.57	3.425	31.197586	-89.506369                                                                                                                     
MS	28075	00695761	Lauderdale County	1822508246	29730521	703.674	11.479	32.403998	-88.660449                                                                                                             
MS	28077	00695762	Lawrence County	1115254005	13188412	430.602	5.092	31.550009	-90.10753                                                                                                                 
MS	28079	00695763	Leake County	1509697192	6376466	582.897	2.462	32.76063	-89.52225                                                                                                                      
MS	28081	00695764	Lee County	1165404269	8314457	449.965	3.21	34.29237	-88.682439                                                                                                                        
MS	28083	00695765	Leflore County	1538645699	31868197	594.074	12.304	33.54979	-90.294934                                                                                                                 
MS	28085	00695766	Lincoln County	1518269754	5291052	586.207	2.043	31.535216	-90.453566                                                                                                                  
MS	28087	00695767	Lowndes County	1309105224	28532500	505.448	11.016	33.471424	-88.439723                                                                                                                
MS	28089	00695768	Madison County	1849790735	72085470	714.208	27.832	32.63437	-90.03416                                                                                                                  
MS	28091	00695769	Marion County	1404804180	16115365	542.398	6.222	31.230167	-89.821712                                                                                                                  
MS	28093	00695770	Marshall County	1829011195	9173803	706.185	3.542	34.76619	-89.504231                                                                                                                  
MS	28095	00695771	Monroe County	1981578016	18140832	765.092	7.004	33.89003	-88.485038                                                                                                                   
MS	28097	00711757	Montgomery County	1054074831	2352156	406.981	0.908	33.500714	-89.639625                                                                                                               
MS	28099	00695772	Neshoba County	1476641121	3830971	570.134	1.479	32.752518	-89.119274                                                                                                                  
MS	28101	00695773	Newton County	1496417773	4525334	577.77	1.747	32.40197	-89.118412                                                                                                                     
MS	28103	00695774	Noxubee County	1800451920	12487951	695.158	4.822	33.106606	-88.566152                                                                                                                 
MS	28105	00695775	Oktibbeha County	1186834308	9566078	458.239	3.693	33.422313	-88.876151                                                                                                                
MS	28107	00695776	Panola County	1774595233	51686997	685.175	19.956	34.365205	-89.963065                                                                                                                 
MS	28109	00695777	Pearl River County	2101307249	20783013	811.319	8.024	30.774793	-89.586904                                                                                                             
MS	28111	00695778	Perry County	1676452290	7561701	647.282	2.92	31.169307	-88.988755                                                                                                                     
MS	28113	00711758	Pike County	1059783761	3907959	409.185	1.509	31.177516	-90.397725                                                                                                                     
MS	28115	00695803	Pontotoc County	1289330915	8308394	497.813	3.208	34.227081	-89.037239                                                                                                                 
MS	28117	00695779	Prentiss County	1074806610	8324262	414.985	3.214	34.620566	-88.522184                                                                                                                 
MS	28119	00695780	Quitman County	1048975539	3676001	405.012	1.419	34.252833	-90.290171                                                                                                                  
MS	28121	00695781	Rankin County	2008526161	79225994	775.496	30.589	32.267123	-89.946063                                                                                                                 
MS	28123	00695782	Scott County	1577902084	3001523	609.231	1.159	32.411959	-89.533486                                                                                                                    
MS	28125	00695783	Sharkey County	1118149684	8806463	431.72	3.4	32.892395	-90.827613                                                                                                                     
MS	28127	00695784	Simpson County	1525930873	3378528	589.165	1.304	31.902505	-89.917709                                                                                                                  
MS	28129	00695785	Smith County	1647926077	2599432	636.268	1.004	32.019029	-89.494876                                                                                                                    
MS	28131	00695786	Stone County	1153800120	6712351	445.485	2.592	30.790184	-89.112297                                                                                                                    
MS	28133	00695787	Sunflower County	1807187010	23747316	697.759	9.169	33.605529	-90.59509                                                                                                                
MS	28135	00695788	Tallahatchie County	1672069540	16969517	645.59	6.552	33.954529	-90.172243                                                                                                             
MS	28137	00695789	Tate County	1048332525	16090911	404.763	6.213	34.649553	-89.943105                                                                                                                    
MS	28139	00695790	Tippah County	1185754676	5522228	457.822	2.132	34.763618	-88.918819                                                                                                                   
MS	28141	00695791	Tishomingo County	1098925142	52373918	424.297	20.222	34.738835	-88.234827                                                                                                             
MS	28143	00695792	Tunica County	1176191638	57012297	454.13	22.013	34.652201	-90.37177                                                                                                                   
MS	28145	00695793	Union County	1076417817	3369003	415.607	1.301	34.489533	-89.002339                                                                                                                    
MS	28147	00695794	Walthall County	1046169275	1236552	403.928	0.477	31.164492	-90.103431                                                                                                                 
MS	28149	00695795	Warren County	1524296048	77750343	588.534	30.02	32.356095	-90.852384                                                                                                                  
MS	28151	00695796	Washington County	1875077588	94257003	723.972	36.393	33.273174	-90.944446                                                                                                             
MS	28153	00695797	Wayne County	2099745602	7255476	810.716	2.801	31.642503	-88.678214                                                                                                                    
MS	28155	00695798	Webster County	1090793736	5364867	421.158	2.071	33.612061	-89.283961                                                                                                                  
MS	28157	00695799	Wilkinson County	1756287539	25018736	678.106	9.66	31.161091	-91.324617                                                                                                                
MS	28159	00695800	Winston County	1572773194	7341897	607.251	2.835	33.078724	-89.037391                                                                                                                  
MS	28161	00695801	Yalobusha County	1209914676	72140595	467.151	27.854	34.030666	-89.703807                                                                                                              
MS	28163	00695802	Yazoo County	2388847326	30612555	922.339	11.82	32.765675	-90.387928                                                                                                                   
MO	29001	00765805	Adair County	1469362054	5468507	567.324	2.111	40.190666	-92.603592                                                                                                                    
MO	29003	00758456	Andrew County	1120510438	9677371	432.632	3.736	39.988863	-94.803551                                                                                                                   
MO	29005	00758457	Atchison County	1417462628	7359186	547.285	2.841	40.431846	-95.437555                                                                                                                 
MO	29007	00758458	Audrain County	1792918163	11843439	692.25	4.573	39.214481	-91.843418                                                                                                                  
MO	29009	00758459	Barry County	2015326675	32912693	778.122	12.708	36.699376	-93.834334                                                                                                                  
MO	29011	00758460	Barton County	1533351028	12152201	592.03	4.692	37.500799	-94.344089                                                                                                                   
MO	29013	00758461	Bates County	2167033437	38030738	836.696	14.684	38.257217	-94.339246                                                                                                                  
MO	29015	00758462	Benton County	1823437753	125605711	704.033	48.497	38.301036	-93.287942                                                                                                                
MO	29017	00758463	Bollinger County	1600364576	8530122	617.904	3.293	37.318427	-90.024645                                                                                                                
MO	29019	00758464	Boone County	1775568233	14222019	685.551	5.491	38.989861	-92.310202                                                                                                                   
MO	29021	00758465	Buchanan County	1057361281	17942874	408.249	6.928	39.660369	-94.808173                                                                                                                
MO	29023	00758466	Butler County	1799410880	11191324	694.756	4.321	36.71518	-90.40313                                                                                                                    
MO	29025	00758467	Caldwell County	1104353494	8399237	426.393	3.243	39.658998	-93.979179                                                                                                                 
MO	29027	00758468	Callaway County	2161520464	33187172	834.568	12.814	38.835547	-91.923446                                                                                                               
MO	29029	00758469	Camden County	1699124110	136304761	656.036	52.628	38.026527	-92.765327                                                                                                                
MO	29031	00758470	Cape Girardeau County	1498351218	20284964	578.517	7.832	37.384141	-89.685658                                                                                                          
MO	29033	00758471	Carroll County	1799061890	17533392	694.622	6.77	39.427375	-93.500227                                                                                                                  
MO	29035	00758472	Carter County	1314052440	4304986	507.359	1.662	36.944858	-90.945705                                                                                                                   
MO	29037	00758473	Cass County	1804223316	14963188	696.615	5.777	38.646474	-94.354547                                                                                                                    
MO	29039	00758474	Cedar County	1228870903	62637821	474.47	24.185	37.733655	-93.850014                                                                                                                   
MO	29041	00758475	Chariton County	1945541994	40353307	751.178	15.58	39.517968	-92.96162                                                                                                                 
MO	29043	00758476	Christian County	1457133932	3049199	562.603	1.177	36.969739	-93.187614                                                                                                                
MO	29045	00758477	Clark County	1306924726	18695976	504.606	7.219	40.407275	-91.729472                                                                                                                   
MO	29047	00758478	Clay County	1029905842	28508807	397.649	11.007	39.315551	-94.421502                                                                                                                   
MO	29049	00758479	Clinton County	1085049760	11764909	418.94	4.542	39.608723	-94.395803                                                                                                                  
MO	29051	00758480	Cole County	1014104092	19106873	391.548	7.377	38.503233	-92.280027                                                                                                                    
MO	29053	00758481	Cooper County	1462695259	11475878	564.75	4.431	38.847093	-92.810069                                                                                                                   
MO	29055	00758482	Crawford County	1923005890	3306286	742.477	1.277	37.966559	-91.313936                                                                                                                 
MO	29057	00758483	Dade County	1269120978	42072597	490.01	16.244	37.43235	-93.854878                                                                                                                     
MO	29059	00758484	Dallas County	1401057564	4909180	540.951	1.895	37.683583	-93.033815                                                                                                                   
MO	29061	00758485	Daviess County	1458893649	14926594	563.282	5.763	39.962839	-93.970053                                                                                                                 
MO	29063	00758486	DeKalb County	1091312448	11560688	421.358	4.464	39.894665	-94.40719                                                                                                                   
MO	29065	00758487	Dent County	1949641179	4518781	752.761	1.745	37.603072	-91.489717                                                                                                                     
MO	29067	00758488	Douglas County	2107274104	2520175	813.623	0.973	36.946517	-92.515892                                                                                                                  
MO	29069	00758489	Dunklin County	1403538813	13708531	541.909	5.293	36.153025	-90.062254                                                                                                                 
MO	29071	00758490	Franklin County	2389725909	20813993	922.678	8.036	38.413003	-91.072832                                                                                                                
MO	29073	00758491	Gasconade County	1344216320	18008168	519.005	6.953	38.441183	-91.50578                                                                                                                
MO	29075	00758492	Gentry County	1272776755	762384	491.422	0.294	40.208127	-94.405321                                                                                                                    
MO	29077	00758493	Greene County	1749093453	6607713	675.329	2.551	37.258196	-93.340641                                                                                                                   
MO	29079	00758494	Grundy County	1127403258	7116081	435.293	2.748	40.112541	-93.565054                                                                                                                   
MO	29081	00758495	Harrison County	1871309888	10070644	722.517	3.888	40.34562	-93.992582                                                                                                                 
MO	29083	00758496	Henry County	1805055455	91656837	696.936	35.389	38.386491	-93.792628                                                                                                                  
MO	29085	00758497	Hickory County	1032908447	33454640	398.808	12.917	37.93691	-93.322988                                                                                                                 
MO	29087	00758498	Holt County	1198369591	19839053	462.693	7.66	40.095724	-95.219072                                                                                                                     
MO	29089	00758499	Howard County	1201239501	19855699	463.801	7.666	39.143365	-92.695926                                                                                                                  
MO	29091	00758500	Howell County	2401376472	2920041	927.177	1.127	36.774369	-91.887368                                                                                                                   
MO	29093	00758501	Iron County	1425174278	4665920	550.263	1.802	37.625971	-90.699587                                                                                                                     
MO	29095	00758502	Jackson County	1565698759	30621015	604.52	11.823	39.005364	-94.343211                                                                                                                 
MO	29097	00758503	Jasper County	1653723332	7163884	638.506	2.766	37.205197	-94.337259                                                                                                                   
MO	29099	00758504	Jefferson County	1699708490	20267934	656.261	7.825	38.25763	-90.543681                                                                                                                
MO	29101	00758505	Johnson County	2147776086	10180467	829.261	3.931	38.741528	-93.811863                                                                                                                 
MO	29103	00758506	Knox County	1305380284	7303439	504.01	2.82	40.136856	-92.146835                                                                                                                       
MO	29105	00758507	Laclede County	1980373787	8720826	764.627	3.367	37.659698	-92.594843                                                                                                                  
MO	29107	00758508	Lafayette County	1627237795	27073170	628.28	10.453	39.068705	-93.802639                                                                                                               
MO	29109	00758509	Lawrence County	1584393363	4247256	611.738	1.64	37.10659	-93.830551                                                                                                                   
MO	29111	00758510	Lewis County	1307990182	14964045	505.018	5.778	40.084559	-91.728803                                                                                                                   
MO	29113	00758511	Lincoln County	1622789067	36002285	626.562	13.901	39.062255	-90.962916                                                                                                                
MO	29115	00758512	Linn County	1594366554	14989603	615.588	5.788	39.86444	-93.108019                                                                                                                     
MO	29117	00758513	Livingston County	1378657549	16187907	532.303	6.25	39.778587	-93.548201                                                                                                               
MO	29119	00758518	McDonald County	1397155461	520251	539.445	0.201	36.627955	-94.343716                                                                                                                  
MO	29121	00758514	Macon County	2075118027	28912941	801.208	11.163	39.829795	-92.56434                                                                                                                   
MO	29123	00758515	Madison County	1280453084	8323284	494.386	3.214	37.474481	-90.343413                                                                                                                  
MO	29125	00758516	Maries County	1364873607	7632374	526.981	2.947	38.162615	-91.923601                                                                                                                   
MO	29127	00758517	Marion County	1131623305	19113754	436.922	7.38	39.807538	-91.635379                                                                                                                   
MO	29129	00758519	Mercer County	1175427717	3302140	453.835	1.275	40.421413	-93.567631                                                                                                                   
MO	29131	00758520	Miller County	1534756299	19216025	592.573	7.419	38.21668	-92.429876                                                                                                                   
MO	29133	00758521	Mississippi County	1066029407	44515175	411.596	17.187	36.826264	-89.295929                                                                                                            
MO	29135	00758522	Moniteau County	1074931224	9940393	415.033	3.838	38.633037	-92.583642                                                                                                                 
MO	29137	00758523	Monroe County	1677352687	58366943	647.63	22.536	39.49827	-92.006458                                                                                                                   
MO	29139	00758524	Montgomery County	1385765320	14100641	535.047	5.444	38.935184	-91.465427                                                                                                              
MO	29141	00758525	Morgan County	1547866672	42414965	597.635	16.377	38.420806	-92.874835                                                                                                                 
MO	29143	00758526	New Madrid County	1747940899	56236293	674.884	21.713	36.594261	-89.655948                                                                                                             
MO	29145	00758527	Newton County	1618106507	4715004	624.754	1.82	36.908371	-94.335034                                                                                                                    
MO	29147	00758528	Nodaway County	2271326611	2361588	876.964	0.912	40.361136	-94.883146                                                                                                                  
MO	29149	00758529	Oregon County	2045687598	4528441	789.844	1.748	36.68531	-91.401827                                                                                                                    
MO	29151	00758530	Osage County	1571034360	17734586	606.58	6.847	38.464253	-91.859504                                                                                                                    
MO	29153	00758531	Ozark County	1929557613	26607427	745.006	10.273	36.64959	-92.458549                                                                                                                   
MO	29155	00758532	Pemiscot County	1275841039	53915406	492.605	20.817	36.209916	-89.785942                                                                                                               
MO	29157	00758533	Perry County	1228574129	25394864	474.355	9.805	37.71113	-89.802125                                                                                                                    
MO	29159	00758534	Pettis County	1766982900	10471760	682.236	4.043	38.727367	-93.285207                                                                                                                  
MO	29161	00758535	Phelps County	1739919007	6567069	671.787	2.536	37.866326	-91.790349                                                                                                                   
MO	29163	00758536	Pike County	1736428526	36976721	670.439	14.277	39.339959	-91.171607                                                                                                                   
MO	29165	00758537	Platte County	1087337874	16894639	419.824	6.523	39.37869	-94.761477                                                                                                                   
MO	29167	00758538	Polk County	1646006426	17837670	635.527	6.887	37.616761	-93.400817                                                                                                                    
MO	29169	00758539	Pulaski County	1417014584	11312724	547.112	4.368	37.824835	-92.207022                                                                                                                 
MO	29171	00758540	Putnam County	1339844722	5942463	517.317	2.294	40.478606	-93.014531                                                                                                                   
MO	29173	00758541	Ralls County	1216743024	36381069	469.787	14.047	39.553455	-91.524787                                                                                                                  
MO	29175	00758542	Randolph County	1250220618	13254192	482.713	5.117	39.439249	-92.492959                                                                                                                
MO	29177	00758543	Ray County	1473655260	13412073	568.982	5.178	39.308401	-93.995746                                                                                                                     
MO	29179	00758544	Reynolds County	2093946390	15373678	808.477	5.936	37.366464	-90.972282                                                                                                                
MO	29181	00758545	Ripley County	1630438188	5455724	629.516	2.106	36.65017	-90.874834                                                                                                                    
MO	29183	00758546	St. Charles County	1451692063	82663660	560.501	31.917	38.781102	-90.674915                                                                                                            
MO	29185	00758547	St. Clair County	1748193268	70137865	674.981	27.08	38.04223	-93.77656                                                                                                                 
MO	29186	00765806	Ste. Genevieve County	1292800351	19739769	499.153	7.622	37.885845	-90.161531                                                                                                          
MO	29187	00758548	St. Francois County	1170380016	7218075	451.886	2.787	37.810707	-90.473868                                                                                                             
MO	29189	00758549	St. Louis County	1315699985	39811029	507.995	15.371	38.640688	-90.446073                                                                                                              
MO	29195	00758550	Saline County	1956761965	29542462	755.51	11.406	39.13584	-93.204164                                                                                                                   
MO	29197	00758551	Schuyler County	795916404	2216011	307.305	0.856	40.469361	-92.519016                                                                                                                  
MO	29199	00758552	Scotland County	1130548365	7217862	436.507	2.787	40.447686	-92.142824                                                                                                                 
MO	29201	00758553	Scott County	1087808786	15175232	420.005	5.859	37.047793	-89.568098                                                                                                                   
MO	29203	00758554	Shannon County	2599881424	464012	1003.82	0.179	37.152498	-91.391328                                                                                                                   
MO	29205	00758555	Shelby County	1297230219	3764606	500.863	1.454	39.797531	-92.088719                                                                                                                   
MO	29207	00758556	Stoddard County	2131929142	15025824	823.142	5.802	36.851557	-89.947481                                                                                                                
MO	29209	00758557	Stone County	1201273286	121206420	463.814	46.798	36.745822	-93.457842                                                                                                                 
MO	29211	00758558	Sullivan County	1678265913	9121738	647.982	3.522	40.209587	-93.109783                                                                                                                 
MO	29213	00758559	Taney County	1637553942	50101664	632.263	19.344	36.649827	-93.042819                                                                                                                  
MO	29215	00758560	Texas County	3049106823	5071079	1177.267	1.958	37.314257	-91.964478                                                                                                                   
MO	29217	00758561	Vernon County	2140343862	27020859	826.391	10.433	37.850196	-94.341597                                                                                                                 
MO	29219	00758562	Warren County	1110043615	23774997	428.59	9.18	38.761902	-91.159306                                                                                                                    
MO	29221	00758563	Washington County	1968043965	6791224	759.866	2.622	37.942611	-90.897018                                                                                                               
MO	29223	00758564	Wayne County	1966281377	38535344	759.186	14.879	37.111074	-90.453931                                                                                                                  
MO	29225	00758565	Webster County	1534731555	3109298	592.563	1.201	37.280804	-92.87608                                                                                                                   
MO	29227	00758566	Worth County	690564983	493903	266.629	0.191	40.480499	-94.419198                                                                                                                      
MO	29229	00758567	Wright County	1765786965	3526470	681.774	1.362	37.267633	-92.479989                                                                                                                   
MO	29510	00767557	St. Louis city	159853177	11534970	61.72	4.454	38.635699	-90.244582                                                                                                                    
MT	30001	01719627	Beaverhead County	14355492119	78345288	5542.687	30.249	45.133863	-112.892869                                                                                                          
MT	30003	01716521	Big Horn County	12944280256	47395459	4997.815	18.299	45.407868	-107.518162                                                                                                            
MT	30005	01722470	Blaine County	10949218323	29079295	4227.517	11.228	48.428282	-108.967648                                                                                                              
MT	30007	01719625	Broadwater County	3088195859	118487318	1192.359	45.748	46.329849	-111.497873                                                                                                          
MT	30009	01720111	Carbon County	5303728456	35213028	2047.781	13.596	45.224468	-109.028554                                                                                                               
MT	30011	01688746	Carter County	8651796246	19503322	3340.477	7.53	45.516825	-104.515324                                                                                                                 
MT	30013	01719622	Cascade County	6988320248	34314469	2698.206	13.249	47.316575	-111.350262                                                                                                              
MT	30015	01719619	Chouteau County	10288778623	62611691	3972.52	24.175	47.886834	-110.4362                                                                                                               
MT	30017	01720109	Custer County	9798723729	25612454	3783.309	9.889	46.261414	-105.550352                                                                                                                
MT	30019	01637566	Daniels County	3694021962	1021697	1426.27	0.394	48.794429	-105.541739                                                                                                                 
MT	30021	01715632	Dawson County	6143260044	29884287	2371.926	11.538	47.26613	-104.898271                                                                                                                
MT	30023	01719617	Deer Lodge County	1907998859	12199890	736.683	4.71	46.094672	-113.141624                                                                                                              
MT	30025	01688745	Fallon County	4197320395	5915331	1620.595	2.284	46.318184	-104.405718                                                                                                                 
MT	30027	01719614	Fergus County	11238811037	27700317	4339.329	10.695	47.221816	-109.232956                                                                                                              
MT	30029	01719611	Flathead County	13175846353	437160633	5087.223	168.789	48.295422	-114.052059                                                                                                          
MT	30031	01720053	Gallatin County	6747833277	73613712	2605.353	28.422	45.518054	-111.163921                                                                                                             
MT	30033	01716058	Garfield County	12112233250	446864356	4676.56	172.535	47.267184	-106.995991                                                                                                           
MT	30035	01719607	Glacier County	7757405145	105684958	2995.151	40.805	48.705671	-112.990502                                                                                                             
MT	30037	01723078	Golden Valley County	3041740574	2621792	1174.423	1.012	46.380624	-109.174586                                                                                                          
MT	30039	01719605	Granite County	4473328971	14546367	1727.162	5.616	46.395955	-113.427356                                                                                                               
MT	30041	01720048	Hill County	7509401939	44199218	2899.396	17.065	48.631959	-110.106321                                                                                                                 
MT	30043	01720045	Jefferson County	4291603026	6256292	1656.997	2.416	46.124232	-112.059428                                                                                                              
MT	30045	01719602	Judith Basin County	4842466558	2066740	1869.687	0.798	47.032558	-110.30532                                                                                                            
MT	30047	01796943	Lake County	3860292624	423545836	1490.467	163.532	47.642901	-114.083687                                                                                                               
MT	30049	00793926	Lewis and Clark County	8957164728	101496096	3458.381	39.188	47.132013	-112.373367                                                                                                     
MT	30051	01720036	Liberty County	3703651373	44411471	1429.988	17.147	48.559654	-111.036924                                                                                                              
MT	30053	01720038	Lincoln County	9356484224	161555792	3612.559	62.377	48.552385	-115.463185                                                                                                             
MT	30055	01716270	McCone County	6843332036	103024685	2642.225	39.778	47.629628	-105.757222                                                                                                              
MT	30057	01720033	Madison County	9293281839	39849039	3588.156	15.386	45.32529	-111.913791                                                                                                               
MT	30059	01719600	Meagher County	6194909927	7475979	2391.868	2.886	46.5857	-110.92174                                                                                                                   
MT	30061	01720030	Mineral County	3158799814	9897218	1219.619	3.821	47.129687	-115.085385                                                                                                                
MT	30063	01719596	Missoula County	6715861996	64585268	2593.009	24.937	47.027263	-113.892691                                                                                                             
MT	30065	01719593	Musselshell County	4840577746	7118682	1868.958	2.749	46.505281	-108.439763                                                                                                            
MT	30067	01720027	Park County	7258388275	27861797	2802.479	10.758	45.463081	-110.53493                                                                                                                  
MT	30069	01719590	Petroleum County	4288047859	48927318	1655.625	18.891	47.141917	-108.226575                                                                                                            
MT	30071	01720023	Phillips County	13313630163	185493134	5140.422	71.619	48.250143	-107.928897                                                                                                           
MT	30073	01719587	Pondera County	4207608377	43980663	1624.567	16.981	48.228604	-112.220761                                                                                                              
MT	30075	01719584	Powder River County	8542288818	1565958	3298.196	0.605	45.408926	-105.555344                                                                                                           
MT	30077	01720021	Powell County	6024421103	16247901	2326.042	6.273	46.844225	-112.9311                                                                                                                  
MT	30079	01715847	Prairie County	4497780199	15092932	1736.603	5.827	46.812388	-105.503938                                                                                                               
