FAC_NAME,FAC_CITY,FAC_STATE,FAC_COUNTY,FAC_LAT,FAC_LONG,NPDES_IDS
SPEARFISH CTE ADMINISTRATION CENTER,SPEARFISH,SD,LAWRENCE COUNTY,44.552222,-103.863056,SDR10K698
"COLOME, CITY OF",COLOME,SD,TRIPP,43.260479,-99.71546,SD0023230
HILLS MATERIALS COMPANY,RAPID CITY,SD,PENNINGTON,44.079112,-103.215617,
FIMCO,NORTH SIOUX CITY,SD,UNION,42.52748,-96.49252,
DRIFTERS RESTAURANT & CONVENTION CENTER,FORT PIERRE,SD,STANLEY COUNTY,44.369403,-100.372439,SDR10H257
OLD AGENCY WATER SYSTEM,AGENCY VILLAGE,SD,ROBERTS,45.66391,-97.049572,
JURRENS REPAIR (FORMER),AVON,SD,BON HOMME,43.004899,-98.065709,
MCWC SERVICE AREA 6 - 12  PIPELINE,HUMBOLDT,SD,,43.6309,-97.066,SDR10P51R
RED IRON HOUSING WWTP,AGENCY VILLAGE,SD,ROBERTS,45.683333,-97.335833,SD0034665
RUSHMORE CANDY COMPANY-TREAT SITE - WELL #1,RAPID CITY,SD,MEADE COUNTY,44.067734,-103.310357,
P-PH 0052(05)315 & P 037P(04)12 BON HOMME,SPRINGFIELD,SD,BON HOMME COUNTY,42.909321,-97.807421,SDR10P056
"WOLSEY, TOWN OF",WOLSEY,SD,BEADLE,44.408035,-98.461682,SD0020249 SDG820249
DAVES COLLISION REPAIR CENTER,BROOKINGS,SD,BROOKINGS,44.29398,-96.79868,
SD ANG - CSMSI MITCHELL,MITCHELL,SD,DAVISON,43.690246,-98.036652,
COE FR-56-260 POWERPLANT,,SD,,44.446796,-100.238176,
PH 0018(192)390 HUTCHINSON,OLIVET,SD,HUTCHINSON COUNTY,43.240746,-97.580468,SDR10P091
MOODY BIOGAS PROJECT,UNKNOWN,SD,PENNINGTON COUNTY,43.876674,-96.608037,SDR10K801
RED SHIRT/BUFFALO GAP LANDFILL,RED SHIRT,SD,SHANNON,42.152703,-89.739886,
MILLSTONE APARTMENTS,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.524867,-96.653656,SDR10K370
MEADOW CREST HOMEOWNERS ASSOCIATION,SPEARFISH,SD,LAWRENCE,44.498478,-103.890276,
GRANITE AVENUE SOUTH TOWNHOMES,TEA,SD,LINCOLN COUNTY,43.446551,-96.93474,SDR10K868
ROSEBUD DORMITORIES,MISSION,SD,TODD,43.299931,-100.662575,
BRF 6591(07) LINCOLN,WORTHING,SD,LINCOLN COUNTY,43.351518,-96.767089,SDR10P089
HIGHWAY 73 WASTEWATER IMPROVEMENTS,KADOKA,SD,JACKSON COUNTY,43.836806,-101.522163,SDR10P172
FT PIERRE - CITY OF,FORT PIERRE,SD,STANLEY,44.354911,-100.373868,SD0023582 SDG860059
HURON DRESSED BEEF,,SD,,44.446796,-100.238176,
SUNDERMAN MANUFACTURING COMPANY,BALTIC,SD,MINNEHAHA,43.76109,-96.7831,
WHISPER RIDGE SUBDIVISION,RAPID CITY,SD,PENNINGTON COUNTY,44.198633,-103.247793,SDR10K879
RED TOP SCHOOL,,SD,,44.446796,-100.238176,
KUGLER,RAPID CITY,SD,PENNINGTON COUNTY,44.044589,-103.187406,
LAKESIDE ESTATES,,SD,BROWN,45.589254,-98.352175,
NATIONAL FOODS CORPORATION,,SD,,44.446796,-100.238176,
PLEASANT VALLEY COLONY,FLANDREAU,SD,MOODY,44.05841,-96.46554,
SD ARNG - SDUTES #1,SIOUX FALLS,SD,MINNEHAHA,43.58738,-96.6777,
PCN 06UM,BELLE FOURCHE,SD,,44.5895,-103.7697,SDR10P52O
GLENHAM,,SD,WALWORTH,45.427605,-100.027856,
"FAITH, CITY OF",FAITH,SD,MEADE,45.006712,-102.051592,SD0023345 SDG823345
TIRES PLUS STORE #244249,SIOUX FALLS,SD,MINNEHAHA,43.51484,-96.76848,
SHIPWRECK INN,,SD,,44.446796,-100.238176,
KENEL WATER SYSTEM,,SD,,44.446796,-100.238176,
SPENCER QUARRIES INC,SPENCER,SD,PORTABLE SOURCE,43.790149,-97.64768,
SHEPHERD HILLS EAST & WEST,RAPID CITY,SD,PENNINGTON COUNTY,44.086389,-103.1825,SDR10J628
HOLMAN SAM J,ABERDEEN,SD,BROWN,45.467811,-98.500175,
PARAMOUNT TECHNICAL PRODUCTS INC,SPEARFISH,SD,LAWRENCE,44.48163,-103.81663,
RIVERSIDE SCHOOL,MARTIN,SD,BENNETT,43.156508,-102.029846,
HSBC SIOUX FALLS DATA CENTER,SIOUX FALLS,SD,MINNEHAHA,43.58736,-96.69818,
BOX ELDER EVENTS CENTER,BOX ELDER,SD,PENNINGTON COUNTY,44.112766,-103.080902,SDR10P159
DEA - CLANDESTINE DRUG LAB,TEA,SD,LINCOLN,43.432068,-96.875492,
ACTION SANITATION,RAPID CITY,SD,PENNINGTON,44.198633,-103.247793,
SHARPE RENTALS,PIERRE,SD,HUGHES,44.386119,-100.319166,
EAST PRAIRIE ADDITION,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.561389,-96.644444,SDR10K759
OTTERTAIL POWER PLANT EVAPORATION PONDS,BIG STONE CITY,SD,GRANT,32.710286,-96.780837,
ALLEN ROAD - BIA ROUTE 4 EXTENSION,ALLEN,SD,BENNETT COUNTY,43.2772,-101.9178,SDR10I002
STANDING ROCK SIOUX TRIBE,,SD,,44.446796,-100.238176,
LINCOLN CRUM PROPERTY,BOX ELDER,SD,PENNINGTON,44.112766,-103.080902,
TIRES PLUS RAPID CITY,RAPID CITY,SD,PENNINGTON,44.10819,-103.22172,
WOLF CREEK WATER SYSTEM-WOLF CREEK TREATMENT PLANT,PINE RIDGE,SD,,43.18799,-102.74493,
"ALEXANDRIA, CITY OF",ALEXANDRIA,SD,HANSON,43.647026,-97.763138,SD0022268 SDG822268
CORNER PANTRY - WALL (FORMERLY AMOCO OIL,WALL,SD,PENNINGTON,43.98858,-102.23965,
PINE KNOLL ADDITION,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.532531,-96.832319,SDR10J435
CASEYS - TEA SD,TEA,SD,LINCOLN COUNTY,43.461594,-96.800222,SDR10J863
"SOUTH DAKOTA ARMY NATIONAL GUARD, ARMY AVIATION SUPPORT FACILITY",RAPID CITY,SD,PENNINGTON,44.035415,-103.060455,
GC ESTATES,TEA,SD,LINCOLN COUNTY,43.446551,-96.93474,SDR10P266
"GREGORY, CITY OF (WTP)",GREGORY,SD,GREGORY,43.234573,-99.427729,SDG860071
"STAR CIRCUITS, INC.",BROOKINGS,SD,BROOKINGS,44.30629,-96.75171,
SANFORD 4TH & SYCAMORE,SIOUX FALLS,SD,MINNEHAHA,43.55365,-96.67155,
ISTATE TRUCK INC.,SIOUX FALLS,SD,MINNEHAHA,43.60187,-96.7647,
FARMERS UNION OIL CO,DOLAND,SD,SPINK,44.893845,-98.100129,
SIOUX FALLS WATER PURIFICATION PLANT,SIOUX FALLS,SD,MINNEHAHA,43.5715,-96.73044,SDG860021
SPYGLASS CEDAR CREEK COMPRESSOR STATION,BUFFALO,SD,HARDING,45.5833,-103.54651,
IT OUTLET INC,SIOUX FALLS,SD,MINNEHAHA,43.56327,-96.74153,
GFP 15-1A/PALISADES SHOP SYST.,,SD,,44.446796,-100.238176,
ARTESIAN SCHOOL,,SD,,44.446796,-100.238176,
AZDAK (DIVISION OF LUENS ENTERPRISES INC.),WHITE LAKE,SD,AURORA,43.72121,-98.754464,
PCN 08XW,ARLINGTON,SD,,44.3968,-97.1288,SDR10P434
O'NEILL (RICHARD) CATTLE CO.,CODY,SD,MELLETTE COUNTY,43.47139,-101.19723,
NORTH BEND WIND PROJECT,HIGHMORE,SD,,44.4452,-99.4426,SDR10K926
FLYING J TRAVEL PLAZA,,SD,PENNINGTON,44.079112,-103.215617,
HARTFORD,,SD,MINNEHAHA,43.667472,-96.795726,
COSMOPROF #86052,RAPID CITY,SD,PENNINGTON,44.08427,-103.2392,
BUD`S DRIVE INN,,SD,,44.446796,-100.238176,
NORTHWEST DISTRIBUTION SYSTEM IMPROVEMENTS CIP 220,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.592778,-96.791111,SDR10J478
C & B OPERATIONS LLC,MITCHELL,SD,DAVISON,43.701943,-98.061028,
ROCK CREEK SCHOOL,BULLHEAD,SD,CORSON,45.960697,-101.090698,
"NH-8 0212(184)143, DEWEY COUNTY, PCN 04XG",LANTRY,SD,DEWEY COUNTY,45.0278,-101.4575,SDR10I02I
COSAND CONSTRUCTION CONTRACTOR SHOP,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.593056,-96.699722,SDR10K369
GRACO INC SIOUX FALLS,SIOUX FALLS,SD,MINNEHAHA,43.569608,-96.781043,
STAN HOUSTON EQUIPMENT CO,,SD,,44.446796,-100.238176,
LARSON MANUFACTURING COMPANY INC.,BROOKINGS,SD,BROOKINGS,44.306925,-96.76243,
STRAWBERRY CREEK MINE TAILINGS,LEAD,SD,LAWRENCE,44.354484,-103.786907,
JOHNSON RANCH DOWNSTREAM CHANNEL & PONDS,RAPID CITY,SD,PENNINGTON COUNTY,44.065969,-103.165477,SDR10K035
NEW HS & SITE/ATHLETIC IMPROVEMENTS,COLTON,SD,MINNEHAHA COUNTY,43.790308,-96.919339,SDR10K834
CHAPELLE INVESTMENTS SITE PREPARATION,PIERRE,SD,HUGHES COUNTY,44.386119,-100.319166,SDR10P260
MEADOW RIDGE ADDITION,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.554414,-96.810564,SDR10I557
SYD'S EASTSIDE AUTO PARTS INC,YANKTON,SD,YANKTON,42.87986,-97.340118,
"NH 0018(00)101, PCN 06JC, BOX CULVERT REPLACEMENT",PINE RIDGE,SD,SHANNON COUNTY,43.0522,-102.5677,SDR10I015
CLIFF AVE IMPROVEMENTS,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.503911,-96.709273,SDR10P180
TIFFT AUTO BODY REPAIR,CANTON,SD,LINCOLN,43.30019,-96.59149,
OKREEK WATER SYSTEM,,SD,,44.446796,-100.238176,
DAKOTA RANGE I & II WIND PROJECT,SOUTH SHORE,SD,CODINGTON COUNTY,45.223295,-97.025661,SDR10J952
SOUTH DAKOTA STATE CHEMICAL LAB,VERMILLION,SD,CLAY,42.792465,-96.9118,
AMERICAN TOWER CORPORATION (ATC) - ARLINGTON,BRUCE,SD,BROOKINGS,44.426747,-96.957991,
S D DEPARTMENT OF TRANSPORTATION,MCINTOSH,SD,CORSON,45.952104,-101.351624,
USFS-CNF LANTIS SPRINGS,,SD,,44.446796,-100.238176,
LIME DRYING BEDS & STOCKPILE AREA,VERMILLION,SD,,42.8262,-96.9538,SDR10P334
ACE READY MIX SITE,HARRISBURG,SD,LINCOLN COUNTY,43.426389,-96.791667,SDR10K806
GFP 5-C/TWIN LAKES RECREATION AREA,,SD,,44.446796,-100.238176,
ANDY'S ACRES,,SD,,44.446796,-100.238176,
SD DOT - CONSTRUCTION SITE #1 NEAR CONDE (FORMER),CONDE,SD,SPINK,45.157321,-98.097828,
TARGET STORE T2540,SIOUX FALLS,SD,MINNEHAHA,43.5378,-96.65464,
MARV'S BODY SHOP,SIOUX FALLS,SD,MINNEHAHA,43.545339,-96.691398,
SUMMER SUN RESORT,,SD,,44.446796,-100.238176,
OLSON TOWING,RAPID CITY,SD,PENNINGTON,44.11115,-103.18841,
USNPS-BADLANDS NATIONAL PARK,INTERIOR,SD,JACKSON,43.815157,-101.899692,SD0024376 SDG824376
BRAMEC CORP,N SIOUX CITY,SD,UNION,42.537517,-96.491147,
CARQUEST AUTOPARTS (FORMER IVERSON MAX MOTOR),MITCHELL,SD,DAVISON,43.71884,-98.02562,
"PRAIRIE HILLS SOUTH, PHASE 5",SIOUX FALLS,SD,MINNEHAHA,43.47574,-96.75323,SDR10C965
HAMLIN SCHOOL DIST,HAYTI,SD,HAMLIN,44.65685,-97.20251,
SHORT STOP/PIZZA RANCH,,SD,,44.446796,-100.238176,
US DOA - PORTABLE DIPPING VAT,PIERRE,SD,HUGHES,44.386119,-100.319166,
BUTTE-MEADE SWD-VALE WELL,NEWELL,SD,BUTTE,44.714145,-103.423785,
ASPEN HARBOR ADDITION,BRANDON,SD,MINNEHAHA COUNTY,43.58676,-96.583005,SDR10I075
LAZY S CAMPGROUND,,SD,,44.446796,-100.238176,
NEW EFFINGTON,,SD,ROBERTS,45.623397,-96.947551,
TRANSOURCE TRUCK & EQUIPMENT (FORMER SHEEHAN MACK SALES & EQUIPMENT),RAPID CITY,SD,BROWN,44.101556,-103.270624,
COE-LK O/INDIAN MEMORIAL,,SD,,44.446796,-100.238176,
PCN 06D6,POLLOCK,SD,EMMONS COUNTY,45.9125,-100.1523,SDR10P169
1880 TOWN,MURDO,SD,JONES,43.887244,-101.141939,SD0028100 SDG828100
AMERICAN TEL & TEL CO LONG LINES,WATERTOWN,SD,CODINGTON,44.906379,-97.162739,
ZELMER INC,TEA,SD,LINCOLN,43.450565,-96.82629,
FEDEX EXPRESS CORPORATION - RAPA,RAPID CITY,SD,PENNINGTON,44.07471,-103.1436,
LEWIE'S SALOON AND EATERY,,SD,LAWRENCE,44.353669,-103.796528,
NASH FINCH COMPANY,RAPID CITY,SD,PENNINGTON,44.06983,-103.17667,
PCN 07ME,NEWELL,SD,BUTTE COUNTY,44.7342,-103.5133,SDR10P168
CENTURY BUSINESS PRODUCTS INC,SIOUX FALLS,SD,MINNEHAHA,43.54028,-96.71297,
LIBERTY CENTER,BOX ELDER,SD,PENNINGTON COUNTY,44.127778,-103.063889,SDR10K207
SD ARNG SIOUX FALLS ARMORY,SIOUX FALLS,SD,MINNEHAHA,43.595888,-96.732285,
COBORN'S MITCHELL - 2025,MITCHELL,SD,DAVISON,43.726969,-98.025678,
MIDSTATES PRINTING INC.,ABERDEEN,SD,BROWN,45.46816,-98.41592,
HELDT CHEMICAL,BROOKINGS,SD,BROOKINGS,44.32608,-96.836676,
KUM&GO,SIOUX FALLS,SD,MINNEHAHA,43.52938,-96.66782,
CHECKERBOARD STEAKHOUSE & LOUN,,SD,,44.446796,-100.238176,
"DUININCK BROTHERS, INC.",SHARPS CORNER,SD,SHANNON,43.36845,-102.24526,
SHORTIES SERVICE INC,WOLSEY,SD,BEADLE,44.407952,-98.473149,
8TH AVE NW STREET RECONSTRUCTION (ST-2018-1),ABERDEEN,SD,BROWN COUNTY,45.473919,-98.499193,SDR10J058
CANISTOTA WWTP,CANISTOTA,SD,MCCOOK,43.59396,-97.247805,
COUNTRY VILLAGE/NORTH,,SD,PENNINGTON,44.002349,-102.823802,
SEXAUER COMPANY,ERWIN,SD,KINGSBURY,44.48457,-97.46106,
"BITUMINOUS PAVING, INC.",SOUTH DAKOTA,SD,BIG STONE,44.386119,-100.319166,
SOUTH CANYON COUNTRY ESTATES,,SD,PENNINGTON,44.002349,-102.823802,
MINER`S MOTEL,,SD,,44.446796,-100.238176,
"UPPER PLAINS CONTRACTING, INC.",SIOUX FALLS,SD,MINNEHAHA,45.4522,-98.4953,
ASTORIA STATION,ASTORIA,SD,DEUEL COUNTY,44.557275,-96.547506,
HOLLY POND SAND MINE,BRANDON,SD,MINNEHAHA COUNTY,43.597,-96.61082,SDR10K409 SDR10K638
GLO ACCESS ROAD,RAPID CITY,SD,PENNINGTON COUNTY,44.004292,-103.247825,SDR10I473
HARVEST CHURCH SITE DEVELOPMENT,SIOUX FALLS,SD,LINCOLN COUNTY,43.488467,-96.679925,SDR10K076
HIGH PLAINS TRUCK AND TRAILER (FORMERLY MATHIS TRUCK SHOP),WINNER,SD,GREGORY,43.377033,-99.872505,
DIMOCK DAIRY,DIMOCK,SD,HUTCHINSON,43.47,-97.99627,SDU000217
ENERGY INDUSTRIES,,SD,,44.446796,-100.238176,
WESTWOOD ADDITION,MITCHELL,SD,DAVISON COUNTY,43.720556,-98.046111,SDR10K194
BIG SKY COURT,STURGIS,SD,MEADE COUNTY,44.424798,-103.362868,SDR10K063
DENNYS PAINT & BODY,LENNOX,SD,LINCOLN,43.344898,-96.89926,
EP HOWE'S PASTURE,RAPID CITY,SD,PENNINGTON COUNTY,44.121948,-103.080072,SDR10C157
PREMIUM AG SERVICES,EMERY,SD,HANSON,43.602218,-97.627064,
HERMOSA SCHOOL,HERMOSA,SD,CUSTER COUNTY,43.83999,-103.192131,SDR10J977
BROOKINGS MUNICIPAL UTILITIES,,SD,BROOKINGS,44.376675,-96.797797,
BROOKINGS CARWASH,BROOKINGS,SD,BROOKINGS COUNTY,44.312356,-96.764213,SDR10J649
SKYLINE HEIGHTS,,SD,MINNEHAHA,43.667472,-96.795726,
BULLSEYE CUSTOM CABINETRY INCORPORATED,SIOUX FALLS,SD,MINNEHAHA,43.53655,-96.6351,
SOUTH DAKOTA DEPARTMENT OF TRANSPORTATION,MISSION,SD,TODD COUNTY,43.306034,-100.660019,
CRAVEN CORNER,,SD,,44.446796,-100.238176,
YANKTON SIOUX HOUSING AUTH,,SD,,44.446796,-100.238176,
MIDAS SIOUX FALLS,SIOUX FALLS,SD,MINNEHAHA,43.52818,-96.73128,
DOT REST AREA 306-307B-WHITE L,,SD,,44.446796,-100.238176,
WAL-MART STORE #1543,SPEARFISH,SD,LAWRENCE,44.50494,-103.86072,
PIKE HAVEN RESORT,,SD,,44.446796,-100.238176,
MEDICINE MOUNTAIN SCOUT CAMP,,SD,PENNINGTON,44.002349,-102.823802,
ST MARTIN'S LUTHERAN SCHOOL PARKING LOT IMPROVEMEN,WATERTOWN,SD,CODINGTON COUNTY,44.915319,-97.109797,SDR10J195
VILLAGE CAMPGROUND,,SD,,44.446796,-100.238176,
"OGLALA LAKOTA, PROJECT NH 0018(201)62, PCN 04WL",OGLALA,SD,SHANNON COUNTY,43.1878,-102.7403,SDR10I00Y
BISON IMPLEMENT,BISON,SD,PERKINS,45.52237,-102.45942,
ANIMAL HEALTH INTERNATIONAL,MITCHELL,SD,DAVISON,43.701928,-98.057242,
SD DOT - CONSTRUCTION SITE #2 NEAR CONDE (FORMER),CONDE,SD,SPINK,45.157321,-98.097828,
ULLMAN PLUMBING,STURGIS,SD,MEADE,44.366908,-103.467594,
HARMONY HILL 2ND ADDITION,WATERTOWN,SD,CODINGTON COUNTY,44.014444,-97.114694,SDR10K446
BLACK HAWK CREEK RV PARK,,SD,Pennington,44.067734,-103.310357,
"PHILIP, CITY OF",PHILIP,SD,HAAKON,44.0386,-101.6528,SD0020303
FARMLAND INDUSTRIES,,SD,,44.446796,-100.238176,
MISSION HILL,,SD,YANKTON,43.006607,-97.388339,
PCN 04FW,PHILIP,SD,HAAKON COUNTY,44.0524,-101.6173,SDR10P240
GRAND RIVER CASINO AND RESORT,MOBRIDGE,SD,CORSON,45.560278,-100.506666,SD0034752
E MAIN STREET N - BRIDGE PRESERVATION,RAPID CITY,SD,PENNINGTON COUNTY,44.07925,-103.2039,SDR10K777
WR/LJ - MELLETTE WEST PROJECT,,SD,,44.446796,-100.238176,
HARVEST STATES COOPERATIVES,HARRISBURG,SD,LINCOLN,43.42967,-96.69805,
CHAMBERLAIN VETERINARY CLINIC,CHAMBERLAIN,SD,BRULE,43.793917,-99.32513,
BRIDLE RIDGE ESTATES,PIEDMONT,SD,MEADE COUNTY,44.245944,-103.410993,
PRAIRIE HAVEN PHASE IV,PIEDMONT,SD,MEADE COUNTY,44.2186,-103.2267,SDR10K721
TRANSCANADA/KEYSTONE XL PIPELINE - WINNER,WINNER,SD,TRIPP,43.372841,-99.858285,
DON'S OASIS,,SD,,44.446796,-100.238176,
ELK HAVEN HORSE CAMP,,SD,,44.446796,-100.238176,
"CONSOLIDATED READY MIX, INC.",HURON,SD,BEADLE,44.36324,-98.177089,
BRANCH CREEK ADDITION,BROOKINGS,SD,,44.2819,-96.7817,SDR10P50R
SITE G010,MILLER,SD,HAND COUNTY,44.671731,-99.294061,SDR10K674
MINNEHAHA COMMUNITY WATER (WTP),"DELL RAPIDS, TOWNSHIP OF",SD,MINNEHAHA,43.79019,-96.73283,SDG860091
"SIOUX FALLS, CITY OF",SIOUX FALLS,SD,MINNEHAHA,43.559498,-96.72311,
"EASTSIDE EQUIPMENT, LLC",WATERTOWN,SD,CODINGTON,44.88146,-97.06793,
FREEMAN COOP FERTILIZER,FREEMAN,SD,BUFFALO,43.3546,-97.43736,
2020 ARLINGTON/DE SMET/LAKE PRESTON/VOLGA,UNKNOWN,SD,PENNINGTON COUNTY,44.369743,-97.12871,SDR10K356
LEOLA WATER SYSTEM IMPROVEMENTS,LEOLA,SD,MCPHERSON COUNTY,45.720556,-98.939722,SDR10J521
FRUITDALE,,SD,BUTTE,44.896435,-103.501762,
ORTLEY CAFE,,SD,,44.446796,-100.238176,
SOUTH MEDICINE CREEK,HARROLD,SD,HUGHES COUNTY,44.50692,-99.74472,SDR10K773
"FRONTIER MOTORS, INC.",WINNER,SD,TRIPP,43.38248,-99.889552,
PRAIRIE SCHOONER,,SD,,44.446796,-100.238176,
HOWE STORAGE UNITS,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.5559,-96.716755,SDR10K745
"VOLGA, CITY OF (WTP)",VOLGA,SD,BROOKINGS,44.32262,-96.92664,SDG860029
SIOUX SAN HOSPITAL,RAPID CITY,SD,PENNINGTON,44.067734,-103.310357,
"BUFFALO RIDGE ENERGY, LLC",SHERMAN,SD,MINNEHAHA,43.579897,-96.590089,
TIGER MEADOWS SUBDIVISION,HARRISBURG,SD,LINCOLN COUNTY,43.421957,-96.715149,SDR10K514
ANDES CENTRAL SCHOOL DISTRICT,LAKE ANDES,SD,CHARLES MIX,43.155158,-98.538164,
LAKE TRAVERSE UTILITY COMM,,SD,,44.446796,-100.238176,
ROSE SPRAY SERVICE,HAYES,SD,STANLEY,44.501986,-101.033944,
CEDAR GROVE HBI FINISHER BARN,PLATTE,SD,BRULE COUNTY,43.535789,-98.803497,SDR10K484
SIESTA MOTEL,,SD,,44.446796,-100.238176,
SANFORD CLINIC FAMILY MEDICINE,SIOUX FALLS,SD,MINNEHAHA,43.52019,-96.76112,
TODD COUNTY HIGH SCHOOL,MISSION,SD,TODD,43.30036,-100.65531,
RIVERSIDE TRAILER COURT,,SD,BUTTE,44.896435,-103.501762,
IVANS HIGHWAY 18 STORE,PINE RIDGE,SD,SHANNON,44.14289,-103.0684,
VOLLAN OIL COMPANY,BALTIC,SD,MINNEHAHA,43.70299,-96.71132,
WALMART SUPERCENTER #3734,VERMILLION,SD,CLAY,42.797007,-96.939005,
NH - P 0033(15),RELIANCE,SD,LYMAN COUNTY,43.721097,-99.549323,SDR10P224
PCN 021G,STURGIS,SD,MEADE COUNTY,44.3442,-103.4477,SDR10P191
BOWDLE HIWAY CAFE,,SD,,44.446796,-100.238176,
GARDEN CITY,,SD,CLARK,44.855211,-97.724912,
KUPER SEEDS,LENNOX,SD,LINCOLN COUNTY,43.331389,-96.830278,SDR10K502
NEMO GUEST RANCH,NEMO,SD,LAWRENCE,44.23501,-103.601138,
REDSTONE DAIRY/RIVERVIEW LLP,IROQUOIS,SD,,44.551395,-97.674305,SDR10L022
DEA - CLANDESTINE DRUG LAB,ABERDEEN,SD,BROWN,45.456403,-98.460245,
DAKOTA RANGE WIND,MARVIN,SD,GRANT,45.224076,-97.023281,
IM-FP 0903(108)163 & P 0063(48)75 JACKSON COUNTY,BELVIDERE,SD,JACKSON COUNTY,43.854508,-101.199833,SDR10P070
H & S SAND & GRAVEL,LEAD,SD,LAWRENCE,44.27707,-103.75889,
WILD TURKEY ESTATES II-TREAT SITE - #2,BLACK HAWK,SD,MEADE COUNTY,44.179163,-103.336656,
BIA ROUTE 90 STRUCTURE REPLACEMENT BRIDGE A155,PINE RIDGE,SD,,43.0126,-102.5588,SDR10I02V
SHIPWRECKS BAR AND GRILL,RAPID CITY,SD,PENNINGTON,44.067734,-103.310357,
STONES TRUCK STOP - PARKING AREA EXPANSION,WATERTOWN,SD,,44.906379,-97.162739,SDR10L012
BOYCE PARK ADDITION - PHASE 2,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.572,-96.786,SDR10J763
DOT REST AREA 504-505A-TILFORD,,SD,MEADE,44.606792,-102.715864,
DEUBROOK TRACK & FIELD,WHITE,SD,BROOKINGS COUNTY,44.431667,-96.655,SDR10K481
CASEYS #4268,SIOUX FALLS,SD,LINCOLN COUNTY,43.468841,-96.749871,SDR10P274
SOUTH FORK LOUNGE,WATERTOWN,SD,MORGAN,44.906379,-97.162739,
MAJESTIC MEADOWS SECOND ADDITION,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.507301,-96.633681,SDR10K161
CURTS COLLISION CENTER,FLANDREAU,SD,MOODY,44.050549,-96.611155,
BIA 115/50,OGLALA,SD,SHANNON COUNTY,43.1971,-102.7496,SDR10I027
BECKER BODY SHOP,YANKTON,SD,YANKTON,42.891692,-97.397211,
ROLL N' SMOKE,SIOUX FALLS,SD,MINNEHAHA,43.494889,-96.814442,
WAKPALA WATER TREATMENT PLANT,WAKPALA,SD,CORSON,45.651944,-100.533611,SD0024791
ABM MANUFACTURING,BROOKINGS,SD,BROOKINGS,44.32405,-96.80855,
ROCKPORT COLONY,,SD,,44.446796,-100.238176,
SOUTH DAKOTA STATE UNIVERSITY,BROOKINGS,SD,BROOKINGS,44.313046,-96.7682,
AVANTARA NORTH,RAPID CITY,SD,PENNINGTON,44.1008,-103.22905,
TRIPP,,SD,HUTCHINSON,43.33671,-97.749383,
PRAIRIE EDGE ESTATES,BOX ELDER,SD,MEADE COUNTY,44.16,-103.046111,SDR10E269
CHEYENNE-EAGLE BUTTE SCHOOLS,EAGLE BUTTE,SD,DEWEY,45.101039,-101.160226,
OAK TREE COMMERCIAL SOUTH,DAKOTA DUNES,SD,UNION COUNTY,42.501111,-96.486389,SDR10K704
"DE SMET, CITY OF",DE SMET,SD,KINGSBURY,44.386584,-97.525084,SD0021687 SDG821687
RIMROCK LODGE,,SD,,44.446796,-100.238176,
CHAMBERLAIN KOA CAMPGROUND,,SD,,44.446796,-100.238176,
DELL RAPIDS COOP GRAIN,DELL RAPIDS,SD,MINNEHAHA COUNTY,43.822332,-96.712272,
GFP 1-E/NW PELICAN PICNIC AREA,,SD,,44.446796,-100.238176,
TRACT 9 DAWLEY FARM VILLAGE OFFICE ADDITION,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.529875,-96.664331,SDR10J415
HILLS MATERIALS COMPANY,RAPID CITY,SD,PENNINGTON,44.079112,-103.215617,
BEAR CREEK WATER SYSTEM,,SD,,44.446796,-100.238176,
WHITEHORSE WWTF,EAGLE BUTTE,SD,DEWEY,45.06591,-100.975855,SD0027537
MILLWORK WAREHOUSE,RAPID CITY,SD,PENNINGTON COUNTY,44.10587,-103.2251,SDR10K473
GOPHER CHOKER,NEW UNDERWOOD,SD,PENNINGTON,44.095725,-102.83203,
PHASE 6B-2 - LANE EXTENSIONS,RAPID CITY,SD,PENNINGTON COUNTY,44.029131,-103.211849,SDR10K401
BLUCKSBERG MTN WATER ASSOCIATION,,SD,MEADE,44.606792,-102.715864,
COE FR-W CHAMBERLAIN REC AREA,,SD,,44.446796,-100.238176,
DAKOTA AG COOP,MILLER,SD,HAND,44.514569,-98.98868,
CLARK ALLEMAN,HAYES,SD,STANLEY,44.501986,-101.033944,
HENRY,,SD,CODINGTON,44.966324,-97.198843,
COMMUNITY OF IDEAL WWTF,IDEAL,SD,TRIPP,43.539111,-99.919389,SDG589605
LOCAL ELEVATOR COOP INC,WOONSOCKET,SD,SANBORN,44.051416,-98.274305,
BEAVER LAKE CAMPGROUND,CUSTER,SD,CUSTER,43.855937,-103.6941,
DAKOTA MINN & EASTERN RR CORP,HURON,SD,BEADLE,44.365428,-98.214123,
SIOUX FALLS STOCK YARDS COMPANY,SIOUX FALLS,SD,LINCOLN,43.538335,-96.731999,
