stage_value_display_sortable,data_provider,abbrev,stage_value_display,station_num,meas_value_display_sortable,meas_flagb,wd,meas_flaga,row_color,water_source,gnis_id,detailsLink,contr_area,st,meas_value,modified,cty,station_type,modifiedDate,meas_units,stage_flagb,stage_flaga,stream_mile,symbol_shape,longdecdeg,meas_value_display,drain_area,huc10,location_accuracy,more_information,parameter,utm_y,utm_x,station_name,symbol_color,stage_value,symbol_scale,data_category,county,latdecdeg,stage_units,station_name_display,div,usgs_station_id,meas_date_time,wdid,stage_parameter
null,U.S. Geological Survey,ELKMILCO,null,1455,122,null,58,O,"rgba(255,255,100,0.9)",ELK RIVER,00172505,ELKMILCO,460,CO,122,/Date(1638967555190)/,54,Stream Gage,/Date(1638946800000)/,cfs,null,null,3.21,Circle,-106.953953,122 cfs,460,14050001,User supplied,https://dwr.state.co.us/Tools/Stations/ELKMILCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4486720.2,334466.1,"ELK RIVER NEAR MILNER, CO.",Blue,null,13,Surface Water,ROUTT,40.514702,null,"ELK RIVER NEAR MILNER, CO.<br><font color=""green"">U.S. Geological Survey</font>",6,09242500,/Date(1638966600000)/,5808000,null
-0.01,DWR,ELVDITCO,"-0.01 ft <sup><span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span></sup>",7830,null,Ssn,21,O,null,ALAMOSA RIVER,00190624,ELVDITCO,null,CO,null,/Date(1639018730723)/,11,Diversion Structure,/Date(1638946800000)/,cfs,null,O,25.61,Circle,-106.159064,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",null,null,GPS,https://dwr.state.co.us/Tools/Stations/ELVDITCO?params=DISCHRG,DISCHRG,4130038.1,397291.7,EL VIEGO D,Green,-0.01,13,Surface Water,CONEJOS,37.311319,ft,EL VIEGO D,3,null,/Date(1639017900000)/,2100520,GAGE_HT
0,DWR,EMPCANCO,0.00 ft,2298,0,null,20,O,null,RIO GRANDE,01385432,EMPCANCO,null,CO,0,/Date(1639016239810)/,53,Diversion Structure,/Date(1638946800000)/,cfs,null,O,79.65,Circle,-106.105506,0 cfs,null,13010002,User supplied,https://dwr.state.co.us/Tools/Stations/EMPCANCO?params=DISCHRG,DISCHRG,4159884.0,402388.8,EMPIRE CANAL NEAR MONTE VISTA,Green,0,13,Surface Water,RIO GRANDE,37.580843,ft,EMPIRE CANAL NEAR MONTE VISTA,3,null,/Date(1639016100000)/,2000623,GAGE_HT
null,DWR,EMPINLCO,null,3256,220.71,null,1,O,null,SOUTH PLATTE RIVER,00201759,EMPINLCO,null,CO,220.71,/Date(1639016524007)/,62,Diversion Structure,/Date(1638946800000)/,cfs,null,null,162.81,Circle,-104.1988,220.71 cfs,null,null,Digitized,https://dwr.state.co.us/Tools/Stations/EMPINLCO?params=DISCHRG,DISCHRG,4458064.0,568121.0,EMPIRE INLET AT RESERVOIR,Green,null,13,Surface Water,WELD,40.270284,null,EMPIRE INLET AT RESERVOIR,1,null,/Date(1639015200000)/,0100501,null
null,DWR,ENPDITCO,null,9506,0,null,6,O,null,SOUTH BOULDER CREEK,00180974,ENPDITCO,null,CO,0,/Date(1639016269810)/,7,Diversion Structure,/Date(1638946800000)/,cfs,null,null,3.35,Circle,-105.214555,0 cfs,null,null,Digitized,https://dwr.state.co.us/Tools/Stations/ENPDITCO?params=DISCHRG,DISCHRG,4426740.0,481684.0,ENTERPRISE DITCH,Green,null,13,Surface Water,BOULDER,39.990643,null,ENTERPRISE DITCH,1,null,/Date(1639016100000)/,0600576,null
-0.17,DWR,ENTDITCO,-0.17 ft,1617,0,null,33,O,null,LA PLATA RIVER,00897392,ENTDITCO,null,CO,0,/Date(1639016959940)/,34,Diversion Structure,/Date(1638946800000)/,cfs,null,O,1.54,Circle,-108.189823,0 cfs,null,140801,User supplied,https://dwr.state.co.us/Tools/Stations/ENTDITCO?params=DISCHRG,DISCHRG,4100695.0,216178.1,ENTERPRISE DITCH AT THE COLORADO-NEW MEXICO STATELINE,Green,-0.17,13,Surface Water,LA PLATA,37.009598,ft,ENTERPRISE DITCH AT THE COLORADO-NEW MEXICO STATELINE,7,null,/Date(1639016100000)/,3300540,GAGE_HT
null,DWR,ERGGINCO,null,9690,0,null,2,O,null,SOUTH PLATTE RIVER,00201759,ERGGINCO,null,CO,0,/Date(1639018100277)/,1,Diversion Structure,/Date(1638946800000)/,cfs,null,null,219.61,Circle,-104.841404,0 cfs,null,null,Digitized,https://dwr.state.co.us/Tools/Stations/ERGGINCO?params=DISCHRG,DISCHRG,4425294.0,513543.0,ERGERS POND GRAVITY INLET,Green,null,13,Surface Water,ADAMS,39.977705,null,ERGERS POND GRAVITY INLET,1,null,/Date(1639017900000)/,0200969,null
null,DWR,ERGOUTCO,null,9691,0,null,2,O,null,SOUTH PLATTE RIVER,00201759,ERGOUTCO,null,CO,0,/Date(1639018100277)/,1,Diversion Structure,/Date(1638946800000)/,cfs,null,null,null,Triangle,-104.834566,0 cfs,null,null,Digitized,https://dwr.state.co.us/Tools/Stations/ERGOUTCO?params=DISCHRG,DISCHRG,4425768.0,514126.0,ERGERS POND OUTLET,Blue,null,13,Surface Water,ADAMS,39.981966,null,ERGERS POND OUTLET,1,null,/Date(1639017900000)/,0203362,null
null,DWR,ERGPINCO,null,9689,0,null,2,O,null,SOUTH PLATTE RIVER,00201759,ERGPINCO,null,CO,0,/Date(1639018100290)/,1,Diversion Structure,/Date(1638946800000)/,cfs,null,null,219.61,Circle,-104.84165,0 cfs,null,null,Digitized,https://dwr.state.co.us/Tools/Stations/ERGPINCO?params=DISCHRG,DISCHRG,4425279.0,513522.0,ERGERS POND PUMP INLET,Green,null,13,Surface Water,ADAMS,39.97757,null,ERGERS POND PUMP INLET,1,null,/Date(1639017900000)/,0200969,null
1.11,DWR,ERIRGRCO,1.11 ft,2299,17.8,null,39,O,null,EAST RIFLE CREEK,00173763,ERIRGRCO,null,CO,17.8,/Date(1639017620180)/,23,Stream Gage,/Date(1638946800000)/,cfs,null,O,2.28,Circle,-107.732604,17.8 cfs,null,14010005,User supplied,https://dwr.state.co.us/Tools/Stations/ERIRGRCO?params=DISCHRG,DISCHRG,4390790.0,265491.5,EAST RIFLE CREEK ABOVE RIFLE GAP RESERVOIR,Blue,1.11,13,Surface Water,GARFIELD,39.634774,ft,EAST RIFLE CREEK ABOVE RIFLE GAP RESERVOIR,5,null,/Date(1639017000000)/,3902028,GAGE_HT
null,DWR,EV1OUTCO,null,8761,0,null,2,O,"rgba(255,255,100,0.9)",SOUTH PLATTE RIVER,00201759,EV1OUTCO,null,CO,0,/Date(1638332867580)/,62,Stream Gage,/Date(1638255600000)/,cfs,null,null,207.95,Circle,-104.819676,0 cfs,null,null,Digitized,https://dwr.state.co.us/Tools/Stations/EV1OUTCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4440232.0,515368.0,AURORA EVERIST RESERVOIR 1 OUTLET,Blue,null,13,Surface Water,WELD,40.11226,null,AURORA EVERIST RESERVOIR 1 OUTLET,1,null,/Date(1638310500000)/,0203087,null
null,DWR,EVADITCO,null,3576,0,null,4,O,null,BIG THOMPSON RIVER,00205019,EVADITCO,null,CO,0,/Date(1639016545613)/,62,Diversion Structure,/Date(1638946800000)/,cfs,null,null,2.01,Circle,-104.78374,0 cfs,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/EVADITCO?params=DISCHRG,DISCHRG,4466709.0,518366.0,EVANSTOWN DITCH,Green,null,13,Surface Water,WELD,40.350742,null,EVANSTOWN DITCH,1,null,/Date(1639015200000)/,0400517,null
-0.07,DWR,EVANS2CO,-0.07 ft,1619,0,null,2,O,null,SOUTH PLATTE RIVER,00201759,EVANS2CO,null,CO,0,/Date(1639017680290)/,62,Diversion Structure,/Date(1638946800000)/,cfs,null,O,205.96,Circle,-104.81496,0 cfs,null,10190003,User supplied,https://dwr.state.co.us/Tools/Stations/EVANS2CO?params=DISCHRG,DISCHRG,4442139.0,515766.5,EVANS #2 DITCH,Green,-0.07,13,Surface Water,WELD,40.129434,ft,EVANS #2 DITCH,1,null,/Date(1639017000000)/,0200817,GAGE_HT
null,DWR,EVRBYPCO,null,9441,0,null,9,O,null,BEAR CREEK,00182308,EVRBYPCO,null,CO,0,/Date(1639018250307)/,30,Diversion Structure,/Date(1638946800000)/,cfs,null,null,null,Circle,-105.322268,0 cfs,null,null,Digitized,https://dwr.state.co.us/Tools/Stations/EVRBYPCO?params=DISCHRG,DISCHRG,4386961.0,472345.0,EVERGREEN WATER SYSTEM BYPASS RETURN,Green,null,13,Surface Water,JEFFERSON,39.631982,null,EVERGREEN WATER SYSTEM BYPASS RETURN,1,null,/Date(1639017900000)/,0902965,null
null,DWR,EVRWATCO,null,9440,0,null,9,O,null,BEAR CREEK,00182308,EVRWATCO,null,CO,0,/Date(1639018250383)/,30,Diversion Structure,/Date(1638946800000)/,cfs,null,null,23.24,Circle,-105.322152,0 cfs,null,null,Digitized,https://dwr.state.co.us/Tools/Stations/EVRWATCO?params=DISCHRG,DISCHRG,4386960.0,472355.0,EVERGREEN WATER SYSTEM,Green,null,13,Surface Water,JEFFERSON,39.631973,null,EVERGREEN WATER SYSTEM,1,null,/Date(1639017900000)/,0900994,null
-0.36,DWR,EWIDITCO,"-0.36 ft <sup><span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span></sup>",1427,null,Ssn,11,O,null,SOUTH FORK EAGLE RIVER,00179567,EWIDITCO,null,CO,null,/Date(1639018640683)/,0,Diversion Structure,/Date(1638946800000)/,cfs,null,O,5.38,Circle,-106.306256,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",null,14010003,Digitized,https://dwr.state.co.us/Tools/Stations/EWIDITCO?params=DISCHRG,DISCHRG,4357652.0,387465.0,"EWING DITCH AT TENNESSEE PASS, CO.",Green,-0.36,13,Surface Water,UNKNOWN,39.361006,ft,"EWING DITCH AT TENNESSEE PASS, CO.",2,09062000,/Date(1639017900000)/,1100500,GAGE_HT
-0.03,DWR,EXLCANCO,-0.03 ft,2301,0,null,20,O,null,RIO GRANDE,01385432,EXLCANCO,null,CO,0,/Date(1639017260127)/,2,Diversion Structure,/Date(1638946800000)/,cfs,null,O,74.59,Circle,-106.028384,0 cfs,null,13010002,User supplied,https://dwr.state.co.us/Tools/Stations/EXLCANCO?params=DISCHRG,DISCHRG,4158734.5,409187.4,EXCELSIOR CANAL NEAR RIO GRANDE-ALAMOSA COUNTY LINE,Green,-0.03,13,Surface Water,ALAMOSA,37.571175,ft,EXCELSIOR CANAL NEAR RIO GRANDE-ALAMOSA COUNTY LINE,3,null,/Date(1639017000000)/,2000627,GAGE_HT
-0.06,DWR,FAIRVWCO,-0.06 ft,2302,0,null,41,O,null,GUNNISON RIVER,00201748,FAIRVWCO,null,CO,0,/Date(1639016930043)/,43,Diversion Structure,/Date(1638946800000)/,cfs,null,O,100.61,Circle,-107.769168,0 cfs,null,14020006,User supplied,https://dwr.state.co.us/Tools/Stations/FAIRVWCO?params=DISCHRG,DISCHRG,4262036.0,258427.0,FAIRVIEW INLET OFF THE SOUTH CANAL NEAR MONTROSE,Green,-0.06,13,Surface Water,MONTROSE,38.473952,ft,FAIRVIEW INLET OFF THE SOUTH CANAL NEAR MONTROSE,4,null,/Date(1639016100000)/,4100930,GAGE_HT
-1310.72,DWR,FALIDACO,"-1310.72 ft <sup><span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span></sup>",972,null,Ssn,7,O,null,FALL RIVER,00181345,FALIDACO,null,CO,null,/Date(1639018550493)/,10,Stream Gage,/Date(1638946800000)/,cfs,null,O,0.05,Circle,-105.556547,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",0,10190004,User supplied,https://dwr.state.co.us/Tools/Stations/FALIDACO?params=DISCHRG,DISCHRG,4400757.5,452325.4,"FALL RIVER NEAR IDAHO SPRINGS, CO.",Blue,-1310.72,13,Surface Water,CLEAR CREEK,39.755409,ft,"FALL RIVER NEAR IDAHO SPRINGS, CO.",1,06717000,/Date(1639017900000)/,0702345,GAGE_HT
null,DWR,FALOUTCO,null,9445,0.72,null,7,O,null,FALL RIVER,00181345,FALOUTCO,null,CO,0.72,/Date(1635787013100)/,10,Stream Gage,/Date(1635746400000)/,cfs,null,null,9.64,Circle,-105.690161,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",null,null,GPS,https://dwr.state.co.us/Tools/Stations/FALOUTCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4407975.0,440934.0,FALL RIVER RESERVOIR OUTLET,Blue,null,13,Surface Water,CLEAR CREEK,39.819717,null,FALL RIVER RESERVOIR OUTLET,1,null,null,0703395,null
-0.68,DWR,FARCANCO,-0.68 ft,2303,0,null,20,O,null,RIO GRANDE,01385432,FARCANCO,null,CO,0,/Date(1639017290117)/,53,Diversion Structure,/Date(1638946800000)/,cfs,null,O,94.3,Circle,-106.263877,0 cfs,null,13010003,User supplied,https://dwr.state.co.us/Tools/Stations/FARCANCO?params=DISCHRG,DISCHRG,4169499.0,388531.6,FARMERS UNION CANAL NEAR DEL NORTE,Green,-0.68,13,Surface Water,RIO GRANDE,37.665912,ft,FARMERS UNION CANAL NEAR DEL NORTE,3,null,/Date(1639017000000)/,2000631,GAGE_HT
null,DWR,FARDITCO,null,9423,0,null,6,O,null,BOULDER CREEK,00178354,FARDITCO,null,CO,0,/Date(1639016149877)/,7,Diversion Structure,/Date(1638946800000)/,cfs,null,null,23.46,Circle,-105.295737,0 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/FARDITCO?params=DISCHRG,DISCHRG,4429349.9,474761.5,FARMERS DITCH,Green,null,13,Surface Water,BOULDER,40.01398,null,FARMERS DITCH,1,null,/Date(1639015200000)/,0600525,null
null,DWR,FARHLGCO,null,7545,0,null,7,O,"rgba(255,205,0,0.7)",CLEAR CREEK,00181805,FARHLGCO,null,CO,0,/Date(1634764068163)/,30,Diversion Structure,/Date(1634709600000)/,cfs,null,null,15.23,Circle,-105.193764,null,null,null,GPS,https://dwr.state.co.us/Tools/Stations/FARHLGCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4402291.0,483406.0,FARMERS HIGHLINE GAYNO RT TO CLEAR CREEK,Green,null,13,Surface Water,JEFFERSON,39.770395,null,FARMERS HIGHLINE GAYNO RT TO CLEAR CREEK,1,null,null,0702325,null
0.16,DWR,FARMERCO,0.16 ft,2304,1.02,null,30,O,null,FLORIDA RIVER,00183961,FARMERCO,null,CO,1.02,/Date(1639018190507)/,34,Diversion Structure,/Date(1638946800000)/,cfs,null,O,31.87,Circle,-107.794974,1.02 cfs,0,14080104,User supplied,https://dwr.state.co.us/Tools/Stations/FARMERCO?params=DISCHRG,DISCHRG,4131132.0,252249.1,FLORIDA FARMERS CANAL,Green,0.16,13,Surface Water,LA PLATA,37.293838,ft,FLORIDA FARMERS CANAL,7,null,/Date(1639017900000)/,3001011,GAGE_HT
null,DWR,FHLARVCO,null,8210,0,null,7,O,null,RALSTON CREEK,00181545,FHLARVCO,null,CO,0,/Date(1639015669710)/,30,Diversion Structure,/Date(1638946800000)/,cfs,null,null,8.58,Circle,-105.179194,0 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/FHLARVCO?params=DISCHRG,DISCHRG,4407857.0,484665.0,FARMERS HIGHLINE RETURN TO RALSTON CREEK FOR ARVADA,Green,null,13,Surface Water,JEFFERSON,39.820568,null,FARMERS HIGHLINE RETURN TO RALSTON CREEK FOR ARVADA,1,null,/Date(1639015200000)/,0702326,null
null,DWR,FHLAUGCO,null,7557,0,null,7,O,null,CLEAR CREEK,00181805,FHLAUGCO,null,CO,0,/Date(1639015549513)/,30,Diversion Structure,/Date(1638946800000)/,cfs,null,null,16.6,Circle,-105.216627,0 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/FHLAUGCO?params=DISCHRG,DISCHRG,4401121.0,481445.0,FARMERS HIGHLINE RETURN TO CLEAR CREEK FOR COORS,Green,null,13,Surface Water,JEFFERSON,39.759812,null,FARMERS HIGHLINE RETURN TO CLEAR CREEK FOR COORS,1,null,/Date(1639015200000)/,0702305,null
null,DWR,FHLDITCO,null,7664,0,null,7,O,null,CLEAR CREEK,00181805,FHLDITCO,null,CO,0,/Date(1639016059867)/,30,Diversion Structure,/Date(1638946800000)/,cfs,null,null,16.72,Circle,-105.216861,0 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/FHLDITCO?params=DISCHRG,DISCHRG,4401141.0,481425.0,FARMERS HIGHLINE CANAL,Green,null,13,Surface Water,JEFFERSON,39.759992,null,FARMERS HIGHLINE CANAL,1,null,/Date(1639015200000)/,0700569,null
null,DWR,FHLRALCO,null,7670,0.01,null,7,O,null,RALSTON CREEK,00181545,FHLRALCO,null,CO,0.01,/Date(1639015789540)/,30,Diversion Structure,/Date(1638946800000)/,cfs,null,null,8.58,Circle,-105.179205,0.01 cfs,null,null,Digitized,https://dwr.state.co.us/Tools/Stations/FHLRALCO?params=DISCHRG,DISCHRG,4407853.1,484663.5,FARMERS HIGHLINE RETURN TO RALSTON FOR WESTMINSTER,Green,null,13,Surface Water,JEFFERSON,39.820532,null,FARMERS HIGHLINE RETURN TO RALSTON FOR WESTMINSTER,1,null,/Date(1639015200000)/,0702303,null
null,DWR,FHLSTACO,null,7668,0,null,7,O,null,CLEAR CREEK,00181805,FHLSTACO,null,CO,0,/Date(1639015669520)/,0,Diversion Structure,/Date(1638946800000)/,cfs,null,null,null,Circle,-105.111474,0 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/FHLSTACO?params=DISCHRG,DISCHRG,4411392.0,490465.0,FARMERS HIGHLINE TO STANDLEY LAKE,Green,null,13,Surface Water,UNKNOWN,39.852504,null,FARMERS HIGHLINE TO STANDLEY LAKE,1,null,/Date(1639015200000)/,0201701,null
null,DWR,FIDTAICO,null,7660,0,null,2,O,null,SOUTH PLATTE RIVER,00201759,FIDTAICO,null,CO,0,/Date(1639016552630)/,62,Diversion Structure,/Date(1638946800000)/,cfs,null,null,179.79,Circle,-104.720027,0 cfs,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/FIDTAICO?params=DISCHRG,DISCHRG,4465957.0,523779.0,FARMERS INDEPENDENT DITCH TAIL,Green,null,13,Surface Water,WELD,40.34383,null,FARMERS INDEPENDENT DITCH TAIL,1,null,/Date(1639015200000)/,0202909,null
null,U.S. Geological Survey,FIRBUCCO,null,974,1.98,null,2,O,null,FIRST CREEK,00184605,FIRBUCCO,0,CO,1.98,/Date(1639017349780)/,1,Stream Gage,/Date(1638946800000)/,cfs,null,null,6.93,Circle,-104.793873,1.98 cfs,0,10190003,User supplied,https://dwr.state.co.us/Tools/Stations/FIRBUCCO?params=DISCHRG,DISCHRG,4406472.4,517645.0,"FIRST CR BEL BUCKLEY RD, AT ROCKY MTN ARSENAL, CO",Blue,null,13,Surface Water,ADAMS,39.808045,null,"FIRST CR BEL BUCKLEY RD, AT ROCKY MTN ARSENAL, CO<br><font color=""green"">U.S. Geological Survey</font>",1,06720460,/Date(1639016100000)/,0201752,null
null,DWR,FISCOPCO,null,3811,0,null,7,O,null,CLEAR CREEK,00181805,FISCOPCO,null,CO,0,/Date(1639017980610)/,1,Diversion Structure,/Date(1638946800000)/,cfs,null,null,null,Circle,-104.968069,0 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/FISCOPCO?params=DISCHRG,DISCHRG,4406834.0,502734.5,FISHER DITCH DELIVERY TO CHEROKEE POWER PLANT,Green,null,13,Surface Water,ADAMS,39.811485,null,FISHER DITCH DELIVERY TO CHEROKEE POWER PLANT,1,null,/Date(1639017000000)/,0200565,null
null,U.S. Geological Survey,FISCRECO,null,718,28.1,null,58,O,"rgba(255,205,0,0.7)",FISH CREEK,00172752,FISCRECO,0,CO,28.1,/Date(1637596879657)/,54,Stream Gage,/Date(1637564400000)/,cfs,null,null,2.64,Circle,-106.787004,null,25,14050001,User supplied,https://dwr.state.co.us/Tools/Stations/FISCRECO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4482010.9,348521.0,"FISH CR AT UPPER STA NR STEAMBOAT SPRINGS, CO",Blue,null,13,Surface Water,ROUTT,40.474985,null,"FISH CR AT UPPER STA NR STEAMBOAT SPRINGS, CO<br><font color=""green"">U.S. Geological Survey</font>",6,09238900,null,5808001,null
null,DWR,FISDITCO,null,7540,0.19,null,7,O,null,CLEAR CREEK,00181805,FISDITCO,null,CO,0.19,/Date(1639009187537)/,1,Diversion Structure,/Date(1638946800000)/,cfs,null,null,5.44,Circle,-105.031981,0.19 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/FISDITCO?params=DISCHRG,DISCHRG,4405374.0,497263.0,FISHER DITCH,Green,null,13,Surface Water,ADAMS,39.79833,null,FISHER DITCH,1,null,/Date(1639008900000)/,0700570,null
null,DWR,FISRTNCO,null,7541,0,null,7,O,null,CLEAR CREEK,00181805,FISRTNCO,null,CO,0,/Date(1639015909610)/,1,Diversion Structure,/Date(1638946800000)/,cfs,null,null,5.19,Circle,-105.029691,0 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/FISRTNCO?params=DISCHRG,DISCHRG,4405450.0,497459.0,FISHER DITCH RETURN,Green,null,13,Surface Water,ADAMS,39.799015,null,FISHER DITCH RETURN,1,null,/Date(1639015200000)/,0702999,null
5469.62,DWR,FLARESCO,5469.62 ft,3653,591,null,4,O,null,BIG THOMPSON RIVER,00205019,FLARESCO,null,CO,591,/Date(1639016480247)/,35,Storage Structure,/Date(1638946800000)/,ACFT,null,O,null,Triangle,-105.235807,591 ACFT,null,null,Digitized,https://dwr.state.co.us/Tools/Stations/FLARESCO?params=STORAGE,STORAGE,4468276.5,479980.3,FLATIRON RESERVOIR,Blue,5469.62,13,Surface Water,LARIMER,40.364821,ft,FLATIRON RESERVOIR,1,null,/Date(1639016400000)/,0404174,ELEV
1.4000000000000001,DWR,FLOALECO,1.40 ft,1620,6.94,null,30,O,null,FLORIDA RIVER,00183961,FLOALECO,null,CO,6.94,/Date(1639016660920)/,34,Stream Gage,/Date(1638946800000)/,cfs,null,O,46.78,Circle,-107.674943,6.94 cfs,null,14080104,GPS,https://dwr.state.co.us/Tools/Stations/FLOALECO?params=DISCHRG,DISCHRG,4145642.3,263310.9,FLORIDA RIVER ABOVE LEMON RESERVOIR NEAR DURANGO,Blue,1.4000000000000001,13,Surface Water,LA PLATA,37.427368,ft,FLORIDA RIVER ABOVE LEMON RESERVOIR NEAR DURANGO,7,09362750,/Date(1639016100000)/,3002212,GAGE_HT
1.8,DWR,FLOBLECO,1.80 ft,1621,10.4,null,30,O,null,FLORIDA RIVER,00183961,FLOBLECO,null,CO,10.4,/Date(1639017950313)/,34,Stream Gage,/Date(1638946800000)/,cfs,null,O,43.17,Circle,-107.662094,10.4 cfs,null,14080104,GPS,https://dwr.state.co.us/Tools/Stations/FLOBLECO?params=DISCHRG,DISCHRG,4140363.0,264300.0,FLORIDA RIVER BELOW LEMON RESERVOIR,Blue,1.8,13,Surface Water,LA PLATA,37.380088,ft,FLORIDA RIVER BELOW LEMON RESERVOIR,7,null,/Date(1639017000000)/,3002216,GAGE_HT
3.08,DWR,FLOBONCO,3.08 ft,846,15.3,null,30,O,null,FLORIDA RIVER,00183961,FLOBONCO,null,CO,15.3,/Date(1639016660000)/,34,Stream Gage,/Date(1638946800000)/,cfs,null,O,0.67,Circle,-107.869961,15.3 cfs,221,14080104,User supplied,https://dwr.state.co.us/Tools/Stations/FLOBONCO?params=DISCHRG,DISCHRG,4105037.0,244803.6,"FLORIDA RIVER AT BONDAD, CO.",Blue,3.08,13,Surface Water,LA PLATA,37.056898,ft,"FLORIDA RIVER AT BONDAD, CO.",7,09363200,/Date(1639016100000)/,3002213,GAGE_HT
-0.01,DWR,FLOCANCO,-0.01 ft,1946,0,null,30,O,null,FLORIDA RIVER,00183961,FLOCANCO,null,CO,0,/Date(1639017050080)/,34,Diversion Structure,/Date(1638946800000)/,cfs,null,O,33.92,Circle,-107.772819,0 cfs,0,14080104,User supplied,https://dwr.state.co.us/Tools/Stations/FLOCANCO?params=DISCHRG,DISCHRG,4133143.3,254273.5,FLORIDA CANAL,Green,-0.01,13,Surface Water,LA PLATA,37.312481,ft,FLORIDA CANAL,7,null,/Date(1639016100000)/,3001013,GAGE_HT
1.73,DWR,FLOFARCO,1.73 ft,844,7.11,null,30,O,null,FLORIDA RIVER,00183961,FLOFARCO,null,CO,7.11,/Date(1639018490467)/,34,Stream Gage,/Date(1638946800000)/,cfs,null,O,31.84,Circle,-107.792044,7.11 cfs,0,14080104,GPS,https://dwr.state.co.us/Tools/Stations/FLOFARCO?params=DISCHRG,DISCHRG,4131235.0,252512.0,FLORIDA RIVER BELOW FLORIDA FARMERS CANAL NEAR DURANGO,Blue,1.73,13,Surface Water,LA PLATA,37.294836,ft,FLORIDA RIVER BELOW FLORIDA FARMERS CANAL NEAR DURANGO,7,09363050,/Date(1639017900000)/,3002214,GAGE_HT
4.3,DWR,FLSCANCO,4.30 ft,2030,225,null,17,O,null,ARKANSAS RIVER,00078956,FLSCANCO,null,CO,225,/Date(1639017020020)/,13,Diversion Structure,/Date(1638946800000)/,cfs,null,O,132.29,Circle,-103.778297,225 cfs,null,11020005,User supplied,https://dwr.state.co.us/Tools/Stations/FLSCANCO?params=DISCHRG,DISCHRG,4219156.1,607098.9,FORT LYON STORAGE CANAL,Green,4.3,13,Surface Water,CROWLEY,38.113894,ft,FORT LYON STORAGE CANAL,2,null,/Date(1639016100000)/,1700648,GAGE_HT
-0.01,DWR,FLYAUGCO,-0.01 ft,3470,0.14200000000000002,null,17,O,null,ARKANSAS RIVER,00078956,FLYAUGCO,null,CO,0.14200000000000002,/Date(1639015759553)/,6,Diversion Structure,/Date(1638946800000)/,cfs,null,O,94.05,Circle,-103.37796,0.142 cfs,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/FLYAUGCO?params=DISCHRG,DISCHRG,4219389.0,642201.0,FORT LYON AUG STATION AT HORSE CREEK,Green,-0.01,13,Surface Water,BENT,38.111148,ft,FORT LYON AUG STATION AT HORSE CREEK,2,null,/Date(1639015200000)/,1700805,GAGE_HT
-0.59,DWR,FLYCANCO,-0.59 ft,2027,0,null,17,O,null,ARKANSAS RIVER,00078956,FLYCANCO,null,CO,0,/Date(1639018730583)/,45,Diversion Structure,/Date(1638946800000)/,cfs,null,O,113.91,Circle,-103.568569,0 cfs,null,11020005,User supplied,https://dwr.state.co.us/Tools/Stations/FLYCANCO?params=DISCHRG,DISCHRG,4207552.9,625668.0,FORT LYON CANAL,Green,-0.59,13,Surface Water,OTERO,38.006957,ft,FORT LYON CANAL,2,null,/Date(1639017900000)/,1700553,GAGE_HT
0.85,DWR,FOMDITCO,0.85 ft,2825,24.6,null,10,O,null,FOUNTAIN CREEK,00193719,FOMDITCO,null,CO,24.6,/Date(1639015789540)/,21,Diversion Structure,/Date(1638946800000)/,cfs,null,O,52.22,Circle,-104.803907,24.6 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/FOMDITCO?params=DISCHRG,DISCHRG,4295822.8,517025.7,"FOUNTAIN MUTUAL DITCH NEAR COLORADO SPRINGS, CO",Green,0.85,13,Surface Water,EL PASO,38.811018,ft,"FOUNTAIN MUTUAL DITCH NEAR COLORADO SPRINGS, CO",2,null,/Date(1639015200000)/,1000736,GAGE_HT
